date,product_id,destination,status,issue_code,affected_items
2025-12-03,P006,Shopping ads,approved,none,0
2025-12-03,P007,Shopping ads,approved,none,0
2025-12-03,P008,Shopping ads,approved,none,0
2025-12-03,P009,Shopping ads,approved,none,0
2025-12-03,P010,Shopping ads,approved,none,0
2025-12-03,P011,Shopping ads,approved,none,0
2025-12-03,P012,Shopping ads,approved,none,0
2025-12-10,P001,Shopping ads,approved,none,0
2025-12-10,P002,Shopping ads,approved,none,0
2025-12-10,P003,Shopping ads,approved,none,0
2025-12-10,P004,Shopping ads,approved,none,0
2025-12-10,P005,Shopping ads,approved,none,0
2025-12-10,P006,Shopping ads,approved,none,0
2025-12-10,P007,Shopping ads,approved,none,0
2025-12-10,P008,Shopping ads,approved,none,0
2025-12-10,P009,Shopping ads,approved,none,0
2025-12-10,P010,Shopping ads,approved,none,0
2025-12-10,P011,Shopping ads,approved,none,0
2025-12-10,P012,Shopping ads,approved,none,0
2025-12-17,P001,Shopping ads,approved,none,0
2025-12-17,P002,Shopping ads,approved,none,0
2025-12-17,P003,Shopping ads,approved,none,0
2025-12-17,P004,Shopping ads,approved,none,0
2025-12-17,P005,Shopping ads,approved,none,0
2025-12-17,P006,Shopping ads,approved,none,0
2025-12-17,P007,Shopping ads,approved,none,0
2025-12-17,P008,Shopping ads,approved,none,0
2025-12-17,P009,Shopping ads,approved,none,0
2025-12-17,P010,Shopping ads,approved,none,0
2025-12-17,P011,Shopping ads,approved,none,0
2025-12-17,P012,Shopping ads,approved,none,0
2025-12-24,P001,Shopping ads,approved,none,0
2025-12-24,P002,Shopping ads,approved,none,0
2025-12-24,P003,Shopping ads,approved,none,0
2025-12-24,P004,Shopping ads,approved,none,0
2025-12-24,P005,Shopping ads,approved,none,0
2025-12-24,P006,Shopping ads,approved,none,0
2025-12-24,P007,Shopping ads,approved,none,0
2025-12-24,P008,Shopping ads,approved,none,0
2025-12-24,P009,Shopping ads,approved,none,0
2025-12-24,P010,Shopping ads,approved,none,0
2025-12-24,P011,Shopping ads,approved,none,0
2025-12-24,P012,Shopping ads,approved,none,0
2025-12-31,P001,Shopping ads,approved,none,0
2025-12-31,P002,Shopping ads,approved,none,0
2025-12-31,P003,Shopping ads,approved,none,0
2025-12-31,P004,Shopping ads,approved,none,0
2025-12-31,P005,Shopping ads,approved,none,0
2025-12-31,P006,Shopping ads,approved,none,0
2025-12-31,P007,Shopping ads,approved,none,0
2025-12-31,P008,Shopping ads,approved,none,0
2025-12-31,P009,Shopping ads,approved,none,0
2025-12-31,P010,Shopping ads,approved,none,0
2025-12-31,P011,Shopping ads,approved,none,0
2025-12-31,P012,Shopping ads,approved,none,0
