order_id,order_date,product_id,quantity,item_revenue_sar,item_cost_sar,discount_sar
SYN-20250323-1-07,2025-03-23,P008,1,329.0,121.0,0.0
SYN-20250323-1-08,2025-03-23,P009,1,159.0,43.0,0.0
SYN-20250323-2-00,2025-03-23,P004,1,249.0,71.0,0.0
SYN-20250323-2-01,2025-03-23,P005,1,219.0,67.0,0.0
SYN-20250323-2-02,2025-03-23,P006,1,139.0,35.0,0.0
SYN-20250323-2-03,2025-03-23,P007,2,378.0,110.0,0.0
SYN-20250323-2-04,2025-03-23,P008,1,329.0,121.0,0.0
SYN-20250323-2-05,2025-03-23,P009,1,159.0,43.0,0.0
SYN-20250323-2-06,2025-03-23,P010,2,558.0,166.0,0.0
SYN-20250324-0-00,2025-03-24,P003,1,179.0,49.0,0.0
SYN-20250324-0-01,2025-03-24,P004,2,498.0,142.0,0.0
SYN-20250324-0-02,2025-03-24,P005,2,438.0,134.0,0.0
SYN-20250324-0-03,2025-03-24,P006,1,139.0,35.0,13.9
SYN-20250324-0-04,2025-03-24,P007,1,189.0,55.0,0.0
SYN-20250324-0-05,2025-03-24,P008,1,329.0,121.0,0.0
SYN-20250324-0-06,2025-03-24,P009,1,159.0,43.0,0.0
SYN-20250324-0-07,2025-03-24,P010,1,279.0,83.0,0.0
SYN-20250324-0-08,2025-03-24,P011,1,199.0,61.0,0.0
SYN-20250324-0-09,2025-03-24,P012,1,359.0,137.0,0.0
SYN-20250324-0-10,2025-03-24,P001,1,299.0,94.0,0.0
SYN-20250324-0-11,2025-03-24,P002,1,89.0,24.0,0.0
SYN-20250324-0-12,2025-03-24,P003,1,179.0,49.0,17.9
SYN-20250324-1-00,2025-03-24,P006,1,139.0,35.0,0.0
SYN-20250324-1-01,2025-03-24,P007,1,189.0,55.0,0.0
SYN-20250324-1-02,2025-03-24,P008,1,329.0,121.0,0.0
SYN-20250324-1-03,2025-03-24,P009,1,159.0,43.0,0.0
SYN-20250324-1-04,2025-03-24,P010,2,558.0,166.0,0.0
SYN-20250324-1-05,2025-03-24,P011,1,199.0,61.0,0.0
SYN-20250324-1-06,2025-03-24,P012,1,359.0,137.0,0.0
SYN-20250324-1-07,2025-03-24,P001,1,299.0,94.0,0.0
SYN-20250324-1-08,2025-03-24,P002,2,178.0,48.0,17.8
SYN-20250324-1-09,2025-03-24,P003,1,179.0,49.0,0.0
SYN-20250324-2-00,2025-03-24,P009,1,159.0,43.0,0.0
SYN-20250324-2-01,2025-03-24,P010,2,558.0,166.0,0.0
SYN-20250324-2-02,2025-03-24,P011,1,199.0,61.0,0.0
SYN-20250324-2-03,2025-03-24,P012,1,359.0,137.0,0.0
SYN-20250324-2-04,2025-03-24,P001,1,299.0,94.0,0.0
SYN-20250324-2-05,2025-03-24,P002,1,89.0,24.0,0.0
SYN-20250324-2-06,2025-03-24,P003,1,179.0,49.0,0.0
SYN-20250324-2-07,2025-03-24,P004,1,249.0,71.0,0.0
SYN-20250324-2-08,2025-03-24,P005,1,219.0,67.0,0.0
SYN-20250324-2-09,2025-03-24,P006,1,139.0,35.0,13.9
SYN-20250324-2-10,2025-03-24,P007,1,189.0,55.0,0.0
SYN-20250324-2-11,2025-03-24,P008,1,329.0,121.0,0.0
SYN-20250324-2-12,2025-03-24,P009,1,159.0,43.0,0.0
SYN-20250325-0-00,2025-03-25,P008,1,329.0,121.0,0.0
SYN-20250325-0-01,2025-03-25,P009,2,318.0,86.0,0.0
SYN-20250325-0-02,2025-03-25,P010,1,279.0,83.0,0.0
SYN-20250325-0-03,2025-03-25,P011,1,199.0,61.0,0.0
SYN-20250325-0-04,2025-03-25,P012,1,359.0,137.0,0.0
SYN-20250325-0-05,2025-03-25,P001,1,299.0,94.0,0.0
SYN-20250325-0-06,2025-03-25,P002,1,89.0,24.0,0.0
SYN-20250325-0-07,2025-03-25,P003,1,179.0,49.0,17.9
SYN-20250325-0-08,2025-03-25,P004,1,249.0,71.0,0.0
SYN-20250325-0-09,2025-03-25,P005,1,219.0,67.0,0.0
SYN-20250325-0-10,2025-03-25,P006,1,139.0,35.0,13.9
SYN-20250325-0-11,2025-03-25,P007,1,189.0,55.0,18.9
SYN-20250325-0-12,2025-03-25,P008,1,329.0,121.0,0.0
SYN-20250325-0-13,2025-03-25,P009,1,159.0,43.0,0.0
SYN-20250325-0-14,2025-03-25,P010,1,279.0,83.0,0.0
SYN-20250325-0-15,2025-03-25,P011,1,199.0,61.0,0.0
SYN-20250325-0-16,2025-03-25,P012,1,359.0,137.0,35.9
SYN-20250325-0-17,2025-03-25,P001,1,299.0,94.0,0.0
SYN-20250325-0-18,2025-03-25,P002,1,89.0,24.0,0.0
SYN-20250325-1-00,2025-03-25,P011,1,199.0,61.0,0.0
SYN-20250325-1-01,2025-03-25,P012,1,359.0,137.0,0.0
SYN-20250325-1-02,2025-03-25,P001,1,299.0,94.0,0.0
SYN-20250325-1-03,2025-03-25,P002,2,178.0,48.0,17.8
SYN-20250325-1-04,2025-03-25,P003,1,179.0,49.0,0.0
SYN-20250325-1-05,2025-03-25,P004,1,249.0,71.0,24.9
SYN-20250325-1-06,2025-03-25,P005,1,219.0,67.0,0.0
SYN-20250325-1-07,2025-03-25,P006,1,139.0,35.0,0.0
SYN-20250325-1-08,2025-03-25,P007,1,189.0,55.0,0.0
SYN-20250325-1-09,2025-03-25,P008,1,329.0,121.0,32.9
SYN-20250325-1-10,2025-03-25,P009,1,159.0,43.0,0.0
SYN-20250325-2-00,2025-03-25,P002,1,89.0,24.0,0.0
SYN-20250325-2-01,2025-03-25,P003,1,179.0,49.0,17.9
SYN-20250325-2-02,2025-03-25,P004,1,249.0,71.0,0.0
SYN-20250325-2-03,2025-03-25,P005,1,219.0,67.0,0.0
SYN-20250325-2-04,2025-03-25,P006,1,139.0,35.0,0.0
SYN-20250325-2-05,2025-03-25,P007,1,189.0,55.0,0.0
SYN-20250325-2-06,2025-03-25,P008,1,329.0,121.0,0.0
SYN-20250325-2-07,2025-03-25,P009,1,159.0,43.0,0.0
SYN-20250325-2-08,2025-03-25,P010,1,279.0,83.0,0.0
SYN-20250326-0-00,2025-03-26,P001,1,299.0,94.0,0.0
SYN-20250326-0-01,2025-03-26,P002,1,89.0,24.0,0.0
SYN-20250326-0-02,2025-03-26,P003,1,179.0,49.0,0.0
SYN-20250326-0-03,2025-03-26,P004,1,249.0,71.0,0.0
SYN-20250326-0-04,2025-03-26,P005,1,219.0,67.0,0.0
SYN-20250326-0-05,2025-03-26,P006,1,139.0,35.0,13.9
SYN-20250326-0-06,2025-03-26,P007,1,189.0,55.0,0.0
SYN-20250326-0-07,2025-03-26,P008,1,329.0,121.0,0.0
SYN-20250326-0-08,2025-03-26,P009,1,159.0,43.0,0.0
SYN-20250326-1-00,2025-03-26,P004,1,249.0,71.0,24.9
SYN-20250326-1-01,2025-03-26,P005,1,219.0,67.0,0.0
SYN-20250326-1-02,2025-03-26,P006,1,139.0,35.0,0.0
SYN-20250326-1-03,2025-03-26,P007,1,189.0,55.0,0.0
SYN-20250326-1-04,2025-03-26,P008,1,329.0,121.0,0.0
SYN-20250326-1-05,2025-03-26,P009,1,159.0,43.0,0.0
SYN-20250326-1-06,2025-03-26,P010,2,558.0,166.0,0.0
SYN-20250326-1-07,2025-03-26,P011,1,199.0,61.0,0.0
SYN-20250326-1-08,2025-03-26,P012,1,359.0,137.0,35.9
SYN-20250326-1-09,2025-03-26,P001,1,299.0,94.0,29.9
SYN-20250326-1-10,2025-03-26,P002,1,89.0,24.0,8.9
SYN-20250326-1-11,2025-03-26,P003,1,179.0,49.0,0.0
SYN-20250326-1-12,2025-03-26,P004,1,249.0,71.0,0.0
SYN-20250326-1-13,2025-03-26,P005,1,219.0,67.0,0.0
SYN-20250326-1-14,2025-03-26,P006,1,139.0,35.0,13.9
SYN-20250326-2-00,2025-03-26,P007,1,189.0,55.0,0.0
SYN-20250326-2-01,2025-03-26,P008,1,329.0,121.0,0.0
SYN-20250326-2-02,2025-03-26,P009,1,159.0,43.0,15.9
SYN-20250326-2-03,2025-03-26,P010,1,279.0,83.0,0.0
SYN-20250326-2-04,2025-03-26,P011,1,199.0,61.0,19.9
SYN-20250326-2-05,2025-03-26,P012,1,359.0,137.0,0.0
SYN-20250326-2-06,2025-03-26,P001,1,299.0,94.0,0.0
SYN-20250326-2-07,2025-03-26,P002,1,89.0,24.0,0.0
SYN-20250326-2-08,2025-03-26,P003,2,358.0,98.0,0.0
SYN-20250326-2-09,2025-03-26,P004,1,249.0,71.0,0.0
SYN-20250326-2-10,2025-03-26,P005,1,219.0,67.0,21.9
SYN-20250327-0-00,2025-03-27,P006,1,139.0,35.0,0.0
SYN-20250327-0-01,2025-03-27,P007,1,189.0,55.0,0.0
SYN-20250327-0-02,2025-03-27,P008,1,329.0,121.0,0.0
SYN-20250327-0-03,2025-03-27,P009,1,159.0,43.0,0.0
SYN-20250327-0-04,2025-03-27,P010,1,279.0,83.0,0.0
SYN-20250327-0-05,2025-03-27,P011,2,398.0,122.0,0.0
SYN-20250327-0-06,2025-03-27,P012,1,359.0,137.0,35.9
SYN-20250327-0-07,2025-03-27,P001,1,299.0,94.0,29.9
SYN-20250327-1-00,2025-03-27,P009,1,159.0,43.0,0.0
SYN-20250327-1-01,2025-03-27,P010,1,279.0,83.0,0.0
SYN-20250327-1-02,2025-03-27,P011,1,199.0,61.0,0.0
SYN-20250327-1-03,2025-03-27,P012,1,359.0,137.0,35.9
SYN-20250327-1-04,2025-03-27,P001,1,299.0,94.0,29.9
SYN-20250327-1-05,2025-03-27,P002,1,89.0,24.0,0.0
SYN-20250327-1-06,2025-03-27,P003,1,179.0,49.0,0.0
SYN-20250327-2-00,2025-03-27,P012,1,359.0,137.0,0.0
SYN-20250327-2-01,2025-03-27,P001,1,299.0,94.0,0.0
SYN-20250327-2-02,2025-03-27,P002,1,89.0,24.0,0.0
SYN-20250327-2-03,2025-03-27,P003,1,179.0,49.0,17.9
SYN-20250327-2-04,2025-03-27,P004,1,249.0,71.0,0.0
SYN-20250327-2-05,2025-03-27,P005,2,438.0,134.0,0.0
SYN-20250327-2-06,2025-03-27,P006,2,278.0,70.0,27.8
SYN-20250327-2-07,2025-03-27,P007,1,189.0,55.0,18.9
SYN-20250327-2-08,2025-03-27,P008,1,329.0,121.0,0.0
SYN-20250327-2-09,2025-03-27,P009,1,159.0,43.0,0.0
SYN-20250328-0-00,2025-03-28,P011,1,199.0,61.0,0.0
SYN-20250328-0-01,2025-03-28,P012,1,359.0,137.0,0.0
SYN-20250328-0-02,2025-03-28,P001,1,299.0,94.0,0.0
SYN-20250328-0-03,2025-03-28,P002,1,89.0,24.0,8.9
SYN-20250328-0-04,2025-03-28,P003,1,179.0,49.0,17.9
SYN-20250328-0-05,2025-03-28,P004,1,249.0,71.0,0.0
SYN-20250328-0-06,2025-03-28,P005,1,219.0,67.0,0.0
SYN-20250328-0-07,2025-03-28,P006,1,139.0,35.0,0.0
SYN-20250328-0-08,2025-03-28,P007,1,189.0,55.0,0.0
SYN-20250328-0-09,2025-03-28,P008,1,329.0,121.0,0.0
SYN-20250328-0-10,2025-03-28,P009,1,159.0,43.0,15.9
SYN-20250328-0-11,2025-03-28,P010,2,558.0,166.0,0.0
SYN-20250328-0-12,2025-03-28,P011,1,199.0,61.0,0.0
SYN-20250328-0-13,2025-03-28,P012,1,359.0,137.0,0.0
SYN-20250328-1-00,2025-03-28,P002,1,89.0,24.0,8.9
SYN-20250328-1-01,2025-03-28,P003,1,179.0,49.0,0.0
SYN-20250328-1-02,2025-03-28,P004,1,249.0,71.0,0.0
SYN-20250328-1-03,2025-03-28,P005,1,219.0,67.0,0.0
SYN-20250328-1-04,2025-03-28,P006,1,139.0,35.0,13.9
SYN-20250328-1-05,2025-03-28,P007,1,189.0,55.0,18.9
SYN-20250328-1-06,2025-03-28,P008,1,329.0,121.0,0.0
SYN-20250328-1-07,2025-03-28,P009,1,159.0,43.0,0.0
SYN-20250328-2-00,2025-03-28,P005,1,219.0,67.0,0.0
SYN-20250328-2-01,2025-03-28,P006,1,139.0,35.0,0.0
SYN-20250328-2-02,2025-03-28,P007,1,189.0,55.0,0.0
SYN-20250328-2-03,2025-03-28,P008,1,329.0,121.0,32.9
SYN-20250328-2-04,2025-03-28,P009,1,159.0,43.0,0.0
SYN-20250328-2-05,2025-03-28,P010,1,279.0,83.0,0.0
SYN-20250328-2-06,2025-03-28,P011,1,199.0,61.0,0.0
SYN-20250328-2-07,2025-03-28,P012,1,359.0,137.0,35.9
SYN-20250328-2-08,2025-03-28,P001,1,299.0,94.0,0.0
SYN-20250328-2-09,2025-03-28,P002,1,89.0,24.0,0.0
SYN-20250328-2-10,2025-03-28,P003,1,179.0,49.0,0.0
SYN-20250329-0-00,2025-03-29,P004,1,249.0,71.0,24.9
SYN-20250329-0-01,2025-03-29,P005,1,219.0,67.0,0.0
SYN-20250329-0-02,2025-03-29,P006,1,139.0,35.0,0.0
SYN-20250329-0-03,2025-03-29,P007,1,189.0,55.0,0.0
SYN-20250329-0-04,2025-03-29,P008,1,329.0,121.0,0.0
SYN-20250329-0-05,2025-03-29,P009,2,318.0,86.0,0.0
SYN-20250329-0-06,2025-03-29,P010,1,279.0,83.0,27.9
SYN-20250329-0-07,2025-03-29,P011,1,199.0,61.0,19.9
SYN-20250329-0-08,2025-03-29,P012,1,359.0,137.0,0.0
SYN-20250329-0-09,2025-03-29,P001,1,299.0,94.0,0.0
SYN-20250329-0-10,2025-03-29,P002,1,89.0,24.0,0.0
SYN-20250329-0-11,2025-03-29,P003,1,179.0,49.0,0.0
SYN-20250329-0-12,2025-03-29,P004,1,249.0,71.0,0.0
SYN-20250329-0-13,2025-03-29,P005,1,219.0,67.0,0.0
SYN-20250329-0-14,2025-03-29,P006,1,139.0,35.0,0.0
SYN-20250329-0-15,2025-03-29,P007,1,189.0,55.0,0.0
SYN-20250329-0-16,2025-03-29,P008,2,658.0,242.0,0.0
SYN-20250329-1-00,2025-03-29,P007,1,189.0,55.0,0.0
SYN-20250329-1-01,2025-03-29,P008,2,658.0,242.0,0.0
SYN-20250329-1-02,2025-03-29,P009,1,159.0,43.0,0.0
SYN-20250329-1-03,2025-03-29,P010,1,279.0,83.0,0.0
SYN-20250329-1-04,2025-03-29,P011,1,199.0,61.0,19.9
SYN-20250329-1-05,2025-03-29,P012,1,359.0,137.0,35.9
SYN-20250329-1-06,2025-03-29,P001,1,299.0,94.0,0.0
SYN-20250329-2-00,2025-03-29,P010,1,279.0,83.0,0.0
SYN-20250329-2-01,2025-03-29,P011,1,199.0,61.0,0.0
SYN-20250329-2-02,2025-03-29,P012,1,359.0,137.0,0.0
SYN-20250329-2-03,2025-03-29,P001,1,299.0,94.0,29.9
SYN-20250329-2-04,2025-03-29,P002,1,89.0,24.0,0.0
SYN-20250329-2-05,2025-03-29,P003,1,179.0,49.0,0.0
SYN-20250329-2-06,2025-03-29,P004,1,249.0,71.0,0.0
SYN-20250329-2-07,2025-03-29,P005,1,219.0,67.0,21.9
SYN-20250329-2-08,2025-03-29,P006,1,139.0,35.0,0.0
SYN-20250330-0-00,2025-03-30,P009,1,159.0,43.0,0.0
SYN-20250330-0-01,2025-03-30,P010,1,279.0,83.0,0.0
SYN-20250330-0-02,2025-03-30,P011,1,199.0,61.0,0.0
SYN-20250330-0-03,2025-03-30,P012,1,359.0,137.0,35.9
SYN-20250330-0-04,2025-03-30,P001,1,299.0,94.0,0.0
SYN-20250330-0-05,2025-03-30,P002,1,89.0,24.0,0.0
SYN-20250330-0-06,2025-03-30,P003,1,179.0,49.0,0.0
SYN-20250330-0-07,2025-03-30,P004,1,249.0,71.0,0.0
SYN-20250330-0-08,2025-03-30,P005,1,219.0,67.0,0.0
SYN-20250330-0-09,2025-03-30,P006,1,139.0,35.0,13.9
SYN-20250330-0-10,2025-03-30,P007,1,189.0,55.0,0.0
SYN-20250330-0-11,2025-03-30,P008,1,329.0,121.0,32.9
SYN-20250330-1-00,2025-03-30,P012,1,359.0,137.0,0.0
SYN-20250330-1-01,2025-03-30,P001,1,299.0,94.0,29.9
SYN-20250330-1-02,2025-03-30,P002,1,89.0,24.0,8.9
SYN-20250330-1-03,2025-03-30,P003,1,179.0,49.0,0.0
SYN-20250330-1-04,2025-03-30,P004,1,249.0,71.0,0.0
SYN-20250330-1-05,2025-03-30,P005,1,219.0,67.0,0.0
SYN-20250330-1-06,2025-03-30,P006,1,139.0,35.0,0.0
SYN-20250330-1-07,2025-03-30,P007,1,189.0,55.0,0.0
SYN-20250330-1-08,2025-03-30,P008,1,329.0,121.0,0.0
SYN-20250330-1-09,2025-03-30,P009,1,159.0,43.0,0.0
SYN-20250330-2-00,2025-03-30,P003,1,179.0,49.0,0.0
SYN-20250330-2-01,2025-03-30,P004,1,249.0,71.0,0.0
SYN-20250330-2-02,2025-03-30,P005,1,219.0,67.0,21.9
SYN-20250330-2-03,2025-03-30,P006,1,139.0,35.0,0.0
SYN-20250330-2-04,2025-03-30,P007,1,189.0,55.0,0.0
SYN-20250330-2-05,2025-03-30,P008,1,329.0,121.0,32.9
SYN-20250330-2-06,2025-03-30,P009,1,159.0,43.0,0.0
SYN-20250330-2-07,2025-03-30,P010,2,558.0,166.0,55.8
SYN-20250330-2-08,2025-03-30,P011,1,199.0,61.0,0.0
SYN-20250330-2-09,2025-03-30,P012,2,718.0,274.0,0.0
SYN-20250331-0-00,2025-03-31,P002,1,89.0,24.0,0.0
SYN-20250331-0-01,2025-03-31,P003,1,179.0,49.0,0.0
SYN-20250331-0-02,2025-03-31,P004,1,249.0,71.0,0.0
SYN-20250331-0-03,2025-03-31,P005,1,219.0,67.0,0.0
SYN-20250331-0-04,2025-03-31,P006,1,139.0,35.0,0.0
SYN-20250331-0-05,2025-03-31,P007,1,189.0,55.0,0.0
SYN-20250331-0-06,2025-03-31,P008,1,329.0,121.0,0.0
SYN-20250331-0-07,2025-03-31,P009,1,159.0,43.0,0.0
SYN-20250331-0-08,2025-03-31,P010,1,279.0,83.0,0.0
SYN-20250331-1-00,2025-03-31,P005,1,219.0,67.0,0.0
SYN-20250331-1-01,2025-03-31,P006,1,139.0,35.0,0.0
SYN-20250331-1-02,2025-03-31,P007,1,189.0,55.0,0.0
SYN-20250331-1-03,2025-03-31,P008,1,329.0,121.0,0.0
SYN-20250331-1-04,2025-03-31,P009,1,159.0,43.0,0.0
SYN-20250331-1-05,2025-03-31,P010,2,558.0,166.0,0.0
SYN-20250331-2-00,2025-03-31,P008,1,329.0,121.0,0.0
SYN-20250331-2-01,2025-03-31,P009,1,159.0,43.0,0.0
SYN-20250331-2-02,2025-03-31,P010,1,279.0,83.0,27.9
SYN-20250331-2-03,2025-03-31,P011,1,199.0,61.0,19.9
SYN-20250331-2-04,2025-03-31,P012,1,359.0,137.0,0.0
SYN-20250331-2-05,2025-03-31,P001,1,299.0,94.0,0.0
SYN-20250331-2-06,2025-03-31,P002,1,89.0,24.0,0.0
SYN-20250331-2-07,2025-03-31,P003,1,179.0,49.0,0.0
SYN-20250331-2-08,2025-03-31,P004,1,249.0,71.0,0.0
SYN-20250331-2-09,2025-03-31,P005,1,219.0,67.0,0.0
SYN-20250401-0-00,2025-04-01,P007,1,189.0,55.0,0.0
SYN-20250401-0-01,2025-04-01,P008,1,329.0,121.0,0.0
SYN-20250401-0-02,2025-04-01,P009,1,159.0,43.0,15.9
SYN-20250401-0-03,2025-04-01,P010,1,279.0,83.0,27.9
SYN-20250401-0-04,2025-04-01,P011,1,199.0,61.0,0.0
SYN-20250401-0-05,2025-04-01,P012,1,359.0,137.0,35.9
SYN-20250401-0-06,2025-04-01,P001,2,598.0,188.0,0.0
SYN-20250401-0-07,2025-04-01,P002,1,89.0,24.0,0.0
SYN-20250401-0-08,2025-04-01,P003,1,179.0,49.0,0.0
SYN-20250401-1-00,2025-04-01,P010,1,279.0,83.0,0.0
SYN-20250401-1-01,2025-04-01,P011,1,199.0,61.0,19.9
SYN-20250401-1-02,2025-04-01,P012,1,359.0,137.0,0.0
SYN-20250401-1-03,2025-04-01,P001,1,299.0,94.0,0.0
SYN-20250401-1-04,2025-04-01,P002,1,89.0,24.0,8.9
SYN-20250401-1-05,2025-04-01,P003,1,179.0,49.0,17.9
SYN-20250401-1-06,2025-04-01,P004,1,249.0,71.0,0.0
SYN-20250401-1-07,2025-04-01,P005,1,219.0,67.0,21.9
SYN-20250401-1-08,2025-04-01,P006,1,139.0,35.0,0.0
SYN-20250401-2-00,2025-04-01,P001,1,299.0,94.0,29.9
SYN-20250401-2-01,2025-04-01,P002,1,89.0,24.0,0.0
SYN-20250401-2-02,2025-04-01,P003,1,179.0,49.0,17.9
SYN-20250401-2-03,2025-04-01,P004,1,249.0,71.0,0.0
SYN-20250401-2-04,2025-04-01,P005,2,438.0,134.0,0.0
SYN-20250401-2-05,2025-04-01,P006,1,139.0,35.0,0.0
SYN-20250401-2-06,2025-04-01,P007,1,189.0,55.0,18.9
SYN-20250401-2-07,2025-04-01,P008,1,329.0,121.0,0.0
SYN-20250401-2-08,2025-04-01,P009,1,159.0,43.0,0.0
SYN-20250401-2-09,2025-04-01,P010,1,279.0,83.0,0.0
SYN-20250401-2-10,2025-04-01,P011,1,199.0,61.0,19.9
SYN-20250401-2-11,2025-04-01,P012,1,359.0,137.0,0.0
SYN-20250401-2-12,2025-04-01,P001,1,299.0,94.0,0.0
SYN-20250402-0-00,2025-04-02,P012,1,359.0,137.0,0.0
SYN-20250402-0-01,2025-04-02,P001,1,299.0,94.0,0.0
SYN-20250402-0-02,2025-04-02,P002,1,89.0,24.0,8.9
SYN-20250402-0-03,2025-04-02,P003,1,179.0,49.0,0.0
SYN-20250402-0-04,2025-04-02,P004,1,249.0,71.0,24.9
SYN-20250402-0-05,2025-04-02,P005,1,219.0,67.0,0.0
SYN-20250402-1-00,2025-04-02,P003,1,179.0,49.0,0.0
SYN-20250402-1-01,2025-04-02,P004,1,249.0,71.0,24.9
SYN-20250402-1-02,2025-04-02,P005,1,219.0,67.0,0.0
SYN-20250402-1-03,2025-04-02,P006,1,139.0,35.0,0.0
SYN-20250402-2-00,2025-04-02,P006,1,139.0,35.0,13.9
SYN-20250402-2-01,2025-04-02,P007,2,378.0,110.0,37.8
SYN-20250402-2-02,2025-04-02,P008,2,658.0,242.0,0.0
SYN-20250402-2-03,2025-04-02,P009,1,159.0,43.0,0.0
SYN-20250403-0-00,2025-04-03,P005,1,219.0,67.0,0.0
SYN-20250403-0-01,2025-04-03,P006,1,139.0,35.0,0.0
SYN-20250403-0-02,2025-04-03,P007,1,189.0,55.0,0.0
SYN-20250403-0-03,2025-04-03,P008,1,329.0,121.0,32.9
SYN-20250403-0-04,2025-04-03,P009,1,159.0,43.0,0.0
SYN-20250403-0-05,2025-04-03,P010,1,279.0,83.0,0.0
SYN-20250403-0-06,2025-04-03,P011,1,199.0,61.0,0.0
SYN-20250403-1-00,2025-04-03,P008,1,329.0,121.0,32.9
SYN-20250403-1-01,2025-04-03,P009,1,159.0,43.0,0.0
SYN-20250403-1-02,2025-04-03,P010,1,279.0,83.0,0.0
SYN-20250403-1-03,2025-04-03,P011,1,199.0,61.0,0.0
SYN-20250403-1-04,2025-04-03,P012,1,359.0,137.0,0.0
SYN-20250403-2-00,2025-04-03,P011,1,199.0,61.0,0.0
SYN-20250403-2-01,2025-04-03,P012,1,359.0,137.0,35.9
SYN-20250403-2-02,2025-04-03,P001,1,299.0,94.0,0.0
SYN-20250403-2-03,2025-04-03,P002,1,89.0,24.0,0.0
SYN-20250403-2-04,2025-04-03,P003,1,179.0,49.0,0.0
SYN-20250403-2-05,2025-04-03,P004,1,249.0,71.0,0.0
SYN-20250403-2-06,2025-04-03,P005,1,219.0,67.0,0.0
SYN-20250403-2-07,2025-04-03,P006,1,139.0,35.0,13.9
SYN-20250403-2-08,2025-04-03,P007,2,378.0,110.0,0.0
SYN-20250403-2-09,2025-04-03,P008,1,329.0,121.0,0.0
SYN-20250403-2-10,2025-04-03,P009,1,159.0,43.0,0.0
SYN-20250404-0-00,2025-04-04,P010,1,279.0,83.0,0.0
SYN-20250404-0-01,2025-04-04,P011,1,199.0,61.0,0.0
SYN-20250404-0-02,2025-04-04,P012,1,359.0,137.0,35.9
SYN-20250404-0-03,2025-04-04,P001,1,299.0,94.0,29.9
SYN-20250404-0-04,2025-04-04,P002,1,89.0,24.0,0.0
SYN-20250404-0-05,2025-04-04,P003,1,179.0,49.0,17.9
SYN-20250404-0-06,2025-04-04,P004,1,249.0,71.0,24.9
SYN-20250404-1-00,2025-04-04,P001,1,299.0,94.0,0.0
SYN-20250404-1-01,2025-04-04,P002,1,89.0,24.0,0.0
SYN-20250404-1-02,2025-04-04,P003,1,179.0,49.0,17.9
SYN-20250404-1-03,2025-04-04,P004,1,249.0,71.0,0.0
SYN-20250404-1-04,2025-04-04,P005,1,219.0,67.0,21.9
SYN-20250404-1-05,2025-04-04,P006,1,139.0,35.0,0.0
SYN-20250404-1-06,2025-04-04,P007,2,378.0,110.0,0.0
SYN-20250404-1-07,2025-04-04,P008,1,329.0,121.0,0.0
SYN-20250404-1-08,2025-04-04,P009,1,159.0,43.0,0.0
SYN-20250404-1-09,2025-04-04,P010,1,279.0,83.0,0.0
SYN-20250404-1-10,2025-04-04,P011,1,199.0,61.0,0.0
SYN-20250404-2-00,2025-04-04,P004,1,249.0,71.0,0.0
SYN-20250404-2-01,2025-04-04,P005,1,219.0,67.0,0.0
SYN-20250404-2-02,2025-04-04,P006,1,139.0,35.0,0.0
SYN-20250404-2-03,2025-04-04,P007,1,189.0,55.0,0.0
SYN-20250404-2-04,2025-04-04,P008,1,329.0,121.0,32.9
SYN-20250404-2-05,2025-04-04,P009,1,159.0,43.0,0.0
SYN-20250404-2-06,2025-04-04,P010,1,279.0,83.0,27.9
SYN-20250404-2-07,2025-04-04,P011,1,199.0,61.0,19.9
SYN-20250404-2-08,2025-04-04,P012,1,359.0,137.0,0.0
SYN-20250405-0-00,2025-04-05,P003,1,179.0,49.0,0.0
SYN-20250405-0-01,2025-04-05,P004,1,249.0,71.0,0.0
SYN-20250405-0-02,2025-04-05,P005,1,219.0,67.0,21.9
SYN-20250405-0-03,2025-04-05,P006,2,278.0,70.0,0.0
SYN-20250405-0-04,2025-04-05,P007,1,189.0,55.0,0.0
SYN-20250405-0-05,2025-04-05,P008,1,329.0,121.0,0.0
SYN-20250405-0-06,2025-04-05,P009,1,159.0,43.0,0.0
SYN-20250405-0-07,2025-04-05,P010,1,279.0,83.0,27.9
SYN-20250405-0-08,2025-04-05,P011,1,199.0,61.0,19.9
SYN-20250405-1-00,2025-04-05,P006,1,139.0,35.0,13.9
SYN-20250405-1-01,2025-04-05,P007,1,189.0,55.0,0.0
SYN-20250405-1-02,2025-04-05,P008,1,329.0,121.0,0.0
SYN-20250405-1-03,2025-04-05,P009,1,159.0,43.0,15.9
SYN-20250405-1-04,2025-04-05,P010,1,279.0,83.0,27.9
SYN-20250405-1-05,2025-04-05,P011,1,199.0,61.0,0.0
SYN-20250405-1-06,2025-04-05,P012,1,359.0,137.0,0.0
SYN-20250405-1-07,2025-04-05,P001,1,299.0,94.0,0.0
SYN-20250405-1-08,2025-04-05,P002,1,89.0,24.0,0.0
SYN-20250405-1-09,2025-04-05,P003,2,358.0,98.0,35.8
SYN-20250405-1-10,2025-04-05,P004,1,249.0,71.0,0.0
SYN-20250405-1-11,2025-04-05,P005,1,219.0,67.0,0.0
SYN-20250405-1-12,2025-04-05,P006,1,139.0,35.0,0.0
SYN-20250405-1-13,2025-04-05,P007,1,189.0,55.0,0.0
SYN-20250405-2-00,2025-04-05,P009,1,159.0,43.0,15.9
SYN-20250405-2-01,2025-04-05,P010,1,279.0,83.0,0.0
