order_id,tracking_transaction_id,order_date,anonymous_customer_id,customer_first_purchase_date,customer_type,channel,source,medium,campaign,device,city,payment_method,coupon_group,order_status,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar
SYN-20250412-1-03,TX-250412-1-03,2025-04-12,CUST-01263,2025-03-26,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250412-1-04,TX-250412-1-04,2025-04-12,CUST-01280,2024-09-12,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250412-2-00,TX-250412-2-00,2025-04-12,CUST-01313,2025-04-12,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250412-2-01,TX-250412-2-01,2025-04-12,CUST-01330,2025-04-12,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250412-2-02,TX-250412-2-02,2025-04-12,CUST-01347,2025-04-12,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250412-2-03,TX-250412-2-03,2025-04-12,CUST-01364,2024-09-15,returning,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250413-0-00,TX-250413-0-00,2025-04-13,CUST-01122,2025-03-21,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250413-0-01,TX-250413-0-01,2025-04-13,CUST-01139,2025-03-21,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250413-0-02,TX-250413-0-02,2025-04-13,CUST-01156,2024-05-23,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250413-0-03,TX-250413-0-03,2025-04-13,CUST-01173,2025-03-21,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250413-1-00,TX-250413-1-00,2025-04-13,CUST-01223,2025-03-24,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250413-1-01,TX-250413-1-01,2025-04-13,CUST-01240,2024-05-26,returning,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250413-1-02,TX-250413-1-02,2025-04-13,CUST-01257,2025-03-24,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250413-1-03,TX-250413-1-03,2025-04-13,CUST-01274,2025-03-24,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250413-1-04,TX-250413-1-04,2025-04-13,CUST-01291,2025-03-24,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250413-1-05,TX-250413-1-05,2025-04-13,CUST-01308,2024-01-13,returning,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250413-2-00,TX-250413-2-00,2025-04-13,CUST-01324,2024-05-02,returning,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,299.0,0.0,0.0,299.0
SYN-20250413-2-01,TX-250413-2-01,2025-04-13,CUST-01341,2025-04-13,new,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250413-2-02,TX-250413-2-02,2025-04-13,CUST-01358,2025-04-13,new,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,179.0,0.0,0.0,179.0
SYN-20250413-2-03,TX-250413-2-03,2025-04-13,CUST-01375,2025-04-13,new,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250413-2-04,TX-250413-2-04,2025-04-13,CUST-01392,2024-01-16,returning,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250413-2-05,TX-250413-2-05,2025-04-13,CUST-01409,2025-04-13,new,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,139.0,0.0,0.0,139.0
SYN-20250413-2-06,TX-250413-2-06,2025-04-13,CUST-01426,2025-04-13,new,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250413-2-07,TX-250413-2-07,2025-04-13,CUST-01443,2025-04-13,new,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250413-2-08,TX-250413-2-08,2025-04-13,CUST-01460,2024-09-03,returning,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,none,completed,159.0,0.0,0.0,159.0
SYN-20250414-0-00,TX-250414-0-00,2025-04-14,CUST-01133,2025-03-22,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250414-0-01,TX-250414-0-01,2025-04-14,CUST-01150,2025-03-22,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,299.0,0.0,0.0,299.0
SYN-20250414-0-02,TX-250414-0-02,2025-04-14,CUST-01167,2025-03-22,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250414-0-03,TX-250414-0-03,2025-04-14,CUST-01184,2024-09-24,returning,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,campaign,completed,179.0,17.9,0.0,161.1
SYN-20250414-0-04,TX-250414-0-04,2025-04-14,CUST-01201,2025-03-22,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250414-0-05,TX-250414-0-05,2025-04-14,CUST-01218,2025-03-22,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250414-0-06,TX-250414-0-06,2025-04-14,CUST-01235,2025-04-11,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250414-0-07,TX-250414-0-07,2025-04-14,CUST-01252,2024-05-11,returning,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250414-0-08,TX-250414-0-08,2025-04-14,CUST-01269,2025-04-08,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,329.0,0.0,0.0,329.0
SYN-20250414-0-09,TX-250414-0-09,2025-04-14,CUST-01286,2025-04-08,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,159.0,0.0,0.0,159.0
SYN-20250414-0-10,TX-250414-0-10,2025-04-14,CUST-01303,2025-04-08,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,refunded,279.0,0.0,279.0,0.0
SYN-20250414-0-11,TX-250414-0-11,2025-04-14,CUST-01320,2024-01-25,returning,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,199.0,0.0,0.0,199.0
SYN-20250414-0-12,TX-250414-0-12,2025-04-14,CUST-01337,2025-04-08,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250414-0-13,TX-250414-0-13,2025-04-14,CUST-01354,2025-04-08,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,299.0,0.0,0.0,299.0
SYN-20250414-0-14,TX-250414-0-14,2025-04-14,CUST-01371,2025-04-08,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250414-1-00,TX-250414-1-00,2025-04-14,CUST-01234,2025-03-25,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250414-1-01,TX-250414-1-01,2025-04-14,CUST-01251,2025-03-25,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250414-1-02,TX-250414-1-02,2025-04-14,CUST-01268,2024-09-27,returning,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250414-1-03,TX-250414-1-03,2025-04-14,CUST-01285,2025-04-14,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250414-1-04,TX-250414-1-04,2025-04-14,CUST-01302,2025-04-11,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250414-1-05,TX-250414-1-05,2025-04-14,CUST-01319,2025-04-11,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250414-1-06,TX-250414-1-06,2025-04-14,CUST-01336,2024-05-14,returning,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250414-2-00,TX-250414-2-00,2025-04-14,CUST-01335,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250414-2-01,TX-250414-2-01,2025-04-14,CUST-01352,2024-09-03,returning,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250414-2-02,TX-250414-2-02,2025-04-14,CUST-01369,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250414-2-03,TX-250414-2-03,2025-04-14,CUST-01386,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,campaign,completed,159.0,15.9,0.0,143.1
SYN-20250414-2-04,TX-250414-2-04,2025-04-14,CUST-01403,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250414-2-05,TX-250414-2-05,2025-04-14,CUST-01420,2024-05-17,returning,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,398.0,0.0,0.0,398.0
SYN-20250414-2-06,TX-250414-2-06,2025-04-14,CUST-01437,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250414-2-07,TX-250414-2-07,2025-04-14,CUST-01454,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250414-2-08,TX-250414-2-08,2025-04-14,CUST-01471,2025-04-14,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250415-0-00,TX-250415-0-00,2025-04-15,CUST-01144,2024-05-11,returning,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250415-0-01,TX-250415-0-01,2025-04-15,CUST-01161,2025-03-09,new,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250415-0-02,TX-250415-0-02,2025-04-15,CUST-01178,2025-03-09,new,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250415-0-03,TX-250415-0-03,2025-04-15,CUST-01195,2025-03-23,new,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250415-0-04,TX-250415-0-04,2025-04-15,CUST-01212,2024-01-25,returning,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250415-1-00,TX-250415-1-00,2025-04-15,CUST-01245,2025-03-26,new,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250415-1-01,TX-250415-1-01,2025-04-15,CUST-01262,2025-03-26,new,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,campaign,completed,159.0,15.9,0.0,143.1
SYN-20250415-1-02,TX-250415-1-02,2025-04-15,CUST-01279,2025-03-26,new,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250415-2-00,TX-250415-2-00,2025-04-15,CUST-01346,2025-04-15,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,none,refunded,199.0,0.0,199.0,0.0
SYN-20250415-2-01,TX-250415-2-01,2025-04-15,CUST-01363,2025-04-15,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250415-2-02,TX-250415-2-02,2025-04-15,CUST-01380,2024-01-04,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250415-2-03,TX-250415-2-03,2025-04-15,CUST-01397,2025-04-15,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250415-2-04,TX-250415-2-04,2025-04-15,CUST-01414,2025-04-15,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,none,refunded,179.0,0.0,179.0,0.0
SYN-20250415-2-05,TX-250415-2-05,2025-04-15,CUST-01431,2025-04-15,new,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,none,completed,498.0,0.0,0.0,498.0
SYN-20250415-2-06,TX-250415-2-06,2025-04-15,CUST-01448,2024-09-18,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250416-0-00,TX-250416-0-00,2025-04-16,CUST-01155,2025-03-24,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250416-0-01,TX-250416-0-01,2025-04-16,CUST-01172,2024-09-12,returning,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250416-0-02,TX-250416-0-02,2025-04-16,CUST-01189,2025-03-24,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250416-0-03,TX-250416-0-03,2025-04-16,CUST-01206,2025-03-24,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250416-0-04,TX-250416-0-04,2025-04-16,CUST-01223,2025-03-24,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250416-0-05,TX-250416-0-05,2025-04-16,CUST-01240,2024-05-26,returning,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250416-0-06,TX-250416-0-06,2025-04-16,CUST-01257,2025-03-24,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,none,completed,249.0,0.0,0.0,249.0
SYN-20250416-1-00,TX-250416-1-00,2025-04-16,CUST-01256,2024-09-15,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,none,completed,299.0,0.0,0.0,299.0
SYN-20250416-1-01,TX-250416-1-01,2025-04-16,CUST-01273,2025-03-27,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250416-1-02,TX-250416-1-02,2025-04-16,CUST-01290,2025-03-27,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,campaign,completed,179.0,17.9,0.0,161.1
SYN-20250416-1-03,TX-250416-1-03,2025-04-16,CUST-01307,2025-04-16,new,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,none,completed,498.0,0.0,0.0,498.0
SYN-20250416-2-00,TX-250416-2-00,2025-04-16,CUST-01357,2025-04-16,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250416-2-01,TX-250416-2-01,2025-04-16,CUST-01374,2025-04-16,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250416-2-02,TX-250416-2-02,2025-04-16,CUST-01391,2025-04-16,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250416-2-03,TX-250416-2-03,2025-04-16,CUST-01408,2024-05-05,returning,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250416-2-04,TX-250416-2-04,2025-04-16,CUST-01425,2025-04-16,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250416-2-05,TX-250416-2-05,2025-04-16,CUST-01442,2025-04-16,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250417-0-00,TX-250417-0-00,2025-04-17,CUST-01166,2025-03-08,new,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250417-0-01,TX-250417-0-01,2025-04-17,CUST-01183,2025-03-08,new,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250417-0-02,TX-250417-0-02,2025-04-17,CUST-01200,2024-01-13,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250417-0-03,TX-250417-0-03,2025-04-17,CUST-01217,2025-03-25,new,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250417-0-04,TX-250417-0-04,2025-04-17,CUST-01234,2025-03-25,new,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,campaign,refunded,189.0,18.9,170.1,0.0
SYN-20250417-0-05,TX-250417-0-05,2025-04-17,CUST-01251,2025-03-25,new,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250417-0-06,TX-250417-0-06,2025-04-17,CUST-01268,2024-09-27,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250417-0-07,TX-250417-0-07,2025-04-17,CUST-01285,2025-04-14,new,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250417-1-00,TX-250417-1-00,2025-04-17,CUST-01267,2025-03-28,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250417-1-01,TX-250417-1-01,2025-04-17,CUST-01284,2024-01-16,returning,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250417-1-02,TX-250417-1-02,2025-04-17,CUST-01301,2025-03-28,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250417-1-03,TX-250417-1-03,2025-04-17,CUST-01318,2025-03-28,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250417-1-04,TX-250417-1-04,2025-04-17,CUST-01335,2025-04-14,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250417-2-00,TX-250417-2-00,2025-04-17,CUST-01368,2024-01-19,returning,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250417-2-01,TX-250417-2-01,2025-04-17,CUST-01385,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250417-2-02,TX-250417-2-02,2025-04-17,CUST-01402,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250417-2-03,TX-250417-2-03,2025-04-17,CUST-01419,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250417-2-04,TX-250417-2-04,2025-04-17,CUST-01436,2024-09-06,returning,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,598.0,0.0,0.0,598.0
SYN-20250417-2-05,TX-250417-2-05,2025-04-17,CUST-01453,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250417-2-06,TX-250417-2-06,2025-04-17,CUST-01470,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250417-2-07,TX-250417-2-07,2025-04-17,CUST-01487,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250417-2-08,TX-250417-2-08,2025-04-17,CUST-01504,2024-05-20,returning,Direct,direct,none,Unassigned,mobile,Madinah,visa,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250417-2-09,TX-250417-2-09,2025-04-17,CUST-01521,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,none,completed,139.0,0.0,0.0,139.0
SYN-20250417-2-10,TX-250417-2-10,2025-04-17,CUST-01538,2025-04-17,new,Direct,direct,none,Unassigned,mobile,Madinah,visa,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250418-0-00,TX-250418-0-00,2025-04-18,CUST-01177,2025-03-26,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250418-0-01,TX-250418-0-01,2025-04-18,CUST-01194,2025-03-26,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250418-0-02,TX-250418-0-02,2025-04-18,CUST-01211,2025-03-26,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250418-0-03,TX-250418-0-03,2025-04-18,CUST-01228,2024-05-14,returning,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250418-0-04,TX-250418-0-04,2025-04-18,CUST-01245,2025-03-26,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250418-1-00,TX-250418-1-00,2025-04-18,CUST-01278,2025-03-29,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250418-1-01,TX-250418-1-01,2025-04-18,CUST-01295,2025-03-29,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250418-1-02,TX-250418-1-02,2025-04-18,CUST-01312,2024-05-17,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250418-1-03,TX-250418-1-03,2025-04-18,CUST-01329,2025-04-18,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250418-1-04,TX-250418-1-04,2025-04-18,CUST-01346,2025-04-15,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,campaign,refunded,179.0,17.9,161.1,0.0
SYN-20250418-1-05,TX-250418-1-05,2025-04-18,CUST-01363,2025-04-15,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,none,completed,249.0,0.0,0.0,249.0
SYN-20250418-1-06,TX-250418-1-06,2025-04-18,CUST-01380,2024-01-04,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,none,completed,219.0,0.0,0.0,219.0
SYN-20250418-1-07,TX-250418-1-07,2025-04-18,CUST-01397,2025-04-15,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,none,completed,139.0,0.0,0.0,139.0
SYN-20250418-2-00,TX-250418-2-00,2025-04-18,CUST-01379,2025-04-01,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250418-2-01,TX-250418-2-01,2025-04-18,CUST-01396,2024-05-20,returning,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,179.0,0.0,0.0,179.0
SYN-20250418-2-02,TX-250418-2-02,2025-04-18,CUST-01413,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250418-2-03,TX-250418-2-03,2025-04-18,CUST-01430,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250418-2-04,TX-250418-2-04,2025-04-18,CUST-01447,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,139.0,0.0,0.0,139.0
SYN-20250418-2-05,TX-250418-2-05,2025-04-18,CUST-01464,2024-01-07,returning,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250418-2-06,TX-250418-2-06,2025-04-18,CUST-01481,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,campaign,refunded,329.0,32.9,296.1,0.0
SYN-20250418-2-07,TX-250418-2-07,2025-04-18,CUST-01498,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,159.0,0.0,0.0,159.0
SYN-20250418-2-08,TX-250418-2-08,2025-04-18,CUST-01515,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,279.0,0.0,0.0,279.0
SYN-20250418-2-09,TX-250418-2-09,2025-04-18,CUST-01532,2024-09-21,returning,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,campaign,completed,199.0,19.9,0.0,179.1
SYN-20250418-2-10,TX-250418-2-10,2025-04-18,CUST-01549,2025-04-18,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250419-0-00,TX-250419-0-00,2025-04-19,CUST-01188,2024-01-01,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,none,completed,598.0,0.0,0.0,598.0
SYN-20250419-0-01,TX-250419-0-01,2025-04-19,CUST-01205,2025-03-27,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250419-0-02,TX-250419-0-02,2025-04-19,CUST-01222,2025-03-27,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,none,refunded,179.0,0.0,179.0,0.0
