date,channel,source,medium,campaign,device,city,payment_method,customer_type,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,units_sold,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar,cost_sar,ad_spend_sar
2025-02-26,Direct,direct,none,Unassigned,tablet,Madinah,apple_pay,returning,96,69,78,16,11,7,7,1513.0,68.6,0.0,1444.4,465.0,0.0
2025-02-26,Email,newsletter,email,Lifecycle,mobile,Khobar,stc_pay,new,135,113,87,25,13,7,8,2042.0,74.7,0.0,1967.3,684.0,0.0
2025-02-26,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,visa,new,147,132,117,22,14,8,9,2031.0,53.7,161.1,1816.2,632.0,0.0
2025-02-27,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,visa,new,164,128,132,34,22,16,20,4780.0,151.4,0.0,4628.6,1529.0,236.79
2025-02-27,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mada,new,141,102,108,19,12,6,7,1313.0,8.9,0.0,1304.1,375.0,0.0
2025-02-27,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mastercard,new,127,108,83,15,10,5,5,1125.0,40.8,0.0,1084.2,349.0,174.18
2025-02-28,Email,newsletter,email,Lifecycle,desktop,Dammam,mastercard,new,98,76,75,15,8,5,6,1224.0,0.0,0.0,1224.0,348.0,0.0
2025-02-28,Organic Search,google,organic,Always-on SEO,tablet,Makkah,apple_pay,new,110,94,79,21,13,9,10,2200.0,32.9,299.0,1868.1,696.0,0.0
2025-02-28,Direct,direct,none,Unassigned,mobile,Madinah,stc_pay,returning,140,103,105,27,15,11,11,2359.0,73.7,0.0,2285.3,719.0,0.0
2025-03-01,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,stc_pay,new,217,164,169,35,25,18,18,4312.0,46.8,299.0,3966.2,1379.0,0.0
2025-03-01,Paid Search,google,cpc,KSA Growth,mobile,Khobar,visa,returning,126,112,102,28,19,11,11,2409.0,47.8,0.0,2361.2,757.0,132.33
2025-03-01,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mada,new,135,101,95,21,15,9,10,1990.0,0.0,0.0,1990.0,591.0,99.73
2025-03-02,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,returning,171,130,129,35,24,15,15,3255.0,18.9,0.0,3236.1,1007.0,0.0
2025-03-02,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,new,182,140,130,35,24,13,15,3375.0,71.7,0.0,3303.3,1037.0,0.0
2025-03-02,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,new,135,115,93,18,11,6,6,1514.0,46.8,159.0,1308.2,500.0,0.0
2025-03-03,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,new,141,122,92,26,14,8,8,1952.0,13.9,0.0,1938.1,629.0,112.95
2025-03-03,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,new,112,93,72,20,13,8,8,1812.0,33.8,159.0,1619.2,562.0,155.92
2025-03-03,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,new,95,84,75,15,8,5,5,1175.0,35.9,179.0,960.1,375.0,0.0
2025-03-04,Direct,direct,none,Unassigned,tablet,Madinah,visa,new,179,130,146,37,26,19,21,4689.0,149.4,159.0,4380.6,1465.0,0.0
2025-03-04,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,new,198,171,136,25,16,8,9,1691.0,50.8,249.0,1391.2,500.0,0.0
2025-03-04,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,returning,154,111,126,23,12,8,9,2071.0,68.7,0.0,2002.3,663.0,0.0
2025-03-05,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,new,155,125,106,28,18,10,11,2699.0,46.8,0.0,2652.2,850.0,116.86
2025-03-05,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,returning,179,140,130,36,20,12,13,2867.0,15.9,0.0,2851.1,889.0,0.0
2025-03-05,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,new,95,82,68,18,12,7,8,1902.0,113.6,323.1,1465.3,590.0,84.93
2025-03-06,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,returning,145,115,100,27,18,13,14,3026.0,90.7,0.0,2935.3,932.0,0.0
2025-03-06,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,new,238,192,193,47,27,18,19,4281.0,106.5,0.0,4174.5,1343.0,0.0
2025-03-06,Direct,direct,none,Unassigned,mobile,Madinah,mada,new,110,87,70,19,12,7,8,1682.0,40.8,0.0,1641.2,508.0,0.0
2025-03-07,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,new,119,96,94,17,10,5,5,875.0,0.0,0.0,875.0,246.0,0.0
2025-03-07,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,new,214,178,151,40,23,17,18,3942.0,70.6,329.0,3542.4,1228.0,204.0
2025-03-07,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,new,117,89,79,17,9,5,5,1325.0,27.9,359.0,938.1,445.0,144.21
2025-03-08,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,new,110,88,81,16,11,7,7,1813.0,80.7,0.0,1732.3,594.0,0.0
2025-03-08,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,new,221,167,156,32,22,14,14,3166.0,33.8,0.0,3132.2,984.0,0.0
2025-03-08,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,returning,191,160,133,36,25,17,18,3972.0,26.8,0.0,3945.2,1216.0,0.0
2025-03-09,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,new,159,122,125,32,18,12,13,2877.0,62.7,224.1,2590.2,895.0,194.67
2025-03-09,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,returning,205,161,147,42,29,21,24,5136.0,73.7,178.0,4884.3,1567.0,177.74
2025-03-09,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,new,132,99,104,26,16,11,11,2469.0,108.4,638.0,1722.6,773.0,0.0
2025-03-10,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,returning,99,79,69,18,9,6,6,1314.0,41.8,0.0,1272.2,404.0,0.0
2025-03-10,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,new,198,156,138,26,16,11,14,3056.0,132.5,0.0,2923.5,947.0,0.0
2025-03-10,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,new,117,101,84,23,12,8,8,1732.0,92.6,224.1,1415.3,538.0,0.0
2025-03-11,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,new,124,92,96,24,12,8,8,1872.0,46.7,0.0,1825.3,586.0,101.36
2025-03-11,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,new,147,114,115,29,20,15,15,3255.0,53.8,329.0,2872.2,1007.0,0.0
2025-03-11,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,new,124,97,92,17,11,7,8,1842.0,62.7,139.0,1640.3,558.0,143.3
2025-03-12,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,new,143,111,97,19,13,8,8,1742.0,13.9,0.0,1728.1,524.0,0.0
2025-03-12,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,new,106,89,71,16,8,5,6,1254.0,0.0,0.0,1254.0,380.0,0.0
2025-03-12,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,returning,190,138,134,31,21,12,17,3543.0,66.7,0.0,3476.3,1080.0,0.0
2025-03-13,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,new,227,205,146,30,20,12,12,2688.0,67.6,350.1,2270.3,840.0,0.0
2025-03-13,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,returning,240,190,192,40,25,17,18,4172.0,145.4,179.0,3847.6,1342.0,340.99
2025-03-13,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,new,188,159,141,26,18,11,11,2389.0,121.5,0.0,2267.5,746.0,261.69
2025-03-14,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,returning,188,142,155,45,24,17,17,3723.0,194.2,0.0,3528.8,1145.0,0.0
2025-03-14,Direct,direct,none,Unassigned,desktop,Jeddah,mada,new,172,136,138,29,15,9,9,2121.0,46.8,0.0,2074.2,673.0,0.0
2025-03-14,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,new,240,216,190,52,32,21,25,5845.0,124.5,0.0,5720.5,1881.0,0.0
2025-03-15,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,new,208,154,138,36,22,15,17,3863.0,96.6,0.0,3766.4,1227.0,248.13
2025-03-15,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,new,120,97,79,22,14,8,9,2011.0,73.7,0.0,1937.3,623.0,94.86
2025-03-15,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,new,155,135,128,33,23,14,15,3525.0,13.9,518.0,2993.1,1120.0,0.0
2025-03-16,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,new,220,186,147,30,20,14,15,3445.0,68.6,967.0,2409.4,1099.0,0.0
2025-03-16,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,new,161,120,115,33,19,12,14,2996.0,74.7,0.0,2921.3,931.0,0.0
2025-03-16,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,returning,158,121,108,19,12,8,10,2230.0,62.6,250.2,1917.2,704.0,0.0
2025-03-17,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,new,104,81,74,13,9,5,5,1125.0,0.0,0.0,1125.0,349.0,118.42
2025-03-17,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,returning,143,119,113,22,13,9,10,2440.0,0.0,0.0,2440.0,804.0,0.0
2025-03-17,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,new,155,136,101,23,12,9,11,2399.0,0.0,0.0,2399.0,739.0,165.66
2025-03-18,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,returning,108,82,79,22,13,7,7,1563.0,73.7,0.0,1489.3,491.0,0.0
2025-03-18,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,new,147,115,117,29,16,11,12,2818.0,129.5,139.0,2549.5,900.0,0.0
2025-03-18,Direct,direct,none,Unassigned,mobile,Madinah,visa,new,154,131,120,26,14,8,9,1901.0,54.8,0.0,1846.2,567.0,0.0
2025-03-19,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,new,133,97,108,28,15,10,10,2030.0,18.9,279.0,1732.1,609.0,0.0
2025-03-19,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,new,151,127,103,28,18,11,15,3255.0,30.8,318.0,2906.2,1005.0,137.68
2025-03-19,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,new,142,123,96,20,13,8,9,2251.0,87.7,0.0,2163.3,749.0,169.2
2025-03-20,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,new,103,79,84,23,13,10,10,2330.0,61.7,0.0,2268.3,738.0,0.0
2025-03-20,Direct,direct,none,Unassigned,desktop,Jeddah,apple_pay,new,113,91,75,18,12,7,9,2031.0,24.9,0.0,2006.1,629.0,0.0
2025-03-20,Email,newsletter,email,Lifecycle,tablet,Dammam,stc_pay,returning,125,95,101,20,12,8,10,2080.0,8.9,0.0,2071.1,622.0,0.0
2025-03-21,Paid Search,google,cpc,KSA Growth,desktop,Dammam,stc_pay,new,191,162,128,36,22,15,16,3624.0,65.7,159.0,3399.3,1150.0,230.83
2025-03-21,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,visa,returning,129,94,104,20,12,7,8,1712.0,87.6,0.0,1624.4,512.0,178.5
2025-03-21,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mada,new,212,179,152,43,23,13,13,2827.0,39.8,189.0,2598.2,875.0,0.0
2025-03-22,Direct,direct,none,Unassigned,tablet,Madinah,mada,returning,203,151,160,47,27,20,21,4749.0,82.6,179.1,4487.3,1497.0,0.0
2025-03-22,Email,newsletter,email,Lifecycle,mobile,Khobar,mastercard,new,141,105,112,21,11,8,8,1892.0,19.9,0.0,1872.1,612.0,0.0
2025-03-22,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,apple_pay,new,155,117,109,21,14,9,9,1921.0,74.7,89.0,1757.3,593.0,0.0
2025-03-23,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,apple_pay,new,199,151,156,29,20,11,11,2529.0,27.8,0.0,2501.2,797.0,172.17
2025-03-23,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,stc_pay,new,133,103,105,24,13,9,9,1851.0,108.5,0.0,1742.5,559.0,0.0
2025-03-23,Paid Search,google,cpc,KSA Growth,tablet,Dammam,visa,new,106,90,80,18,10,7,9,2031.0,0.0,0.0,2031.0,613.0,146.53
2025-03-24,Email,newsletter,email,Lifecycle,desktop,Dammam,visa,new,209,189,153,34,23,13,15,3335.0,31.8,0.0,3303.2,1027.0,0.0
2025-03-24,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mada,new,116,88,90,24,14,10,12,2588.0,17.8,0.0,2570.2,809.0,0.0
2025-03-24,Direct,direct,none,Unassigned,mobile,Madinah,mastercard,returning,200,175,161,29,19,13,14,3126.0,13.9,0.0,3112.1,966.0,0.0
2025-03-25,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mastercard,new,219,160,172,46,28,19,20,4560.0,86.6,219.0,4254.4,1446.0,0.0
2025-03-25,Paid Search,google,cpc,KSA Growth,mobile,Khobar,apple_pay,returning,137,109,107,25,17,11,12,2498.0,75.6,0.0,2422.4,781.0,102.89
2025-03-25,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,stc_pay,new,175,156,126,24,14,9,9,1831.0,17.9,0.0,1813.1,548.0,171.68
2025-03-26,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,stc_pay,returning,104,82,84,21,14,9,9,1851.0,13.9,0.0,1837.1,559.0,0.0
2025-03-26,Direct,direct,none,Unassigned,desktop,Jeddah,visa,new,209,180,136,36,24,15,16,3574.0,113.5,678.2,2782.3,1096.0,0.0
2025-03-26,Email,newsletter,email,Lifecycle,tablet,Dammam,mada,new,149,135,100,27,17,11,12,2728.0,57.7,299.0,2371.3,854.0,0.0
2025-03-27,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mada,new,142,105,95,24,14,8,9,2151.0,65.8,0.0,2085.2,690.0,147.51
2025-03-27,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mastercard,new,116,84,94,21,12,7,7,1563.0,65.8,269.1,1228.1,491.0,106.45
2025-03-27,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,apple_pay,new,207,164,166,32,18,10,12,2568.0,64.6,0.0,2503.4,798.0,0.0
2025-03-28,Direct,direct,none,Unassigned,tablet,Madinah,apple_pay,new,152,118,125,35,18,14,15,3525.0,42.7,80.1,3402.2,1121.0,0.0
2025-03-28,Email,newsletter,email,Lifecycle,mobile,Khobar,stc_pay,new,125,107,86,19,13,8,8,1552.0,41.7,0.0,1510.3,465.0,0.0
2025-03-28,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,visa,returning,155,131,118,34,19,11,11,2439.0,68.8,199.0,2171.2,769.0,0.0
2025-03-29,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,visa,new,198,146,155,34,23,17,19,4301.0,72.7,251.1,3977.2,1353.0,217.67
2025-03-29,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mada,returning,126,92,88,18,12,7,8,2142.0,55.8,0.0,2086.2,715.0,0.0
2025-03-29,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mastercard,new,209,174,140,26,15,9,9,2011.0,51.8,0.0,1959.2,621.0,156.07
2025-03-30,Email,newsletter,email,Lifecycle,desktop,Dammam,mastercard,returning,163,147,105,31,20,12,12,2688.0,82.7,0.0,2605.3,840.0,0.0
2025-03-30,Organic Search,google,organic,Always-on SEO,tablet,Makkah,apple_pay,new,128,101,98,22,15,10,10,2210.0,38.8,0.0,2171.2,696.0,0.0
2025-03-30,Direct,direct,none,Unassigned,mobile,Madinah,stc_pay,new,94,69,76,21,14,10,12,2938.0,110.6,179.0,2648.4,942.0,0.0
2025-03-31,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,stc_pay,new,138,120,102,28,17,9,9,1831.0,0.0,0.0,1831.0,548.0,0.0
2025-03-31,Paid Search,google,cpc,KSA Growth,mobile,Khobar,visa,new,115,89,74,14,10,6,7,1593.0,0.0,139.0,1454.0,487.0,97.52
2025-03-31,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mada,new,117,88,89,25,14,10,10,2360.0,47.8,179.1,2133.1,750.0,150.35
2025-04-01,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,new,114,93,77,21,14,9,10,2380.0,79.7,0.0,2300.3,761.0,0.0
2025-04-01,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,new,113,95,88,24,16,9,9,2011.0,68.6,0.0,1942.4,621.0,0.0
2025-04-01,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,returning,160,137,131,29,18,13,14,3206.0,86.6,438.0,2681.4,1001.0,0.0
2025-04-02,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,new,106,77,81,20,11,6,6,1394.0,33.8,0.0,1360.2,442.0,110.41
2025-04-02,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,returning,77,64,62,14,7,4,4,786.0,24.9,0.0,761.1,222.0,91.38
2025-04-02,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,new,84,70,67,12,6,4,6,1334.0,51.7,0.0,1282.3,430.0,0.0
2025-04-03,Direct,direct,none,Unassigned,tablet,Madinah,visa,returning,177,130,140,25,13,7,7,1513.0,32.9,0.0,1480.1,465.0,0.0
2025-04-03,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,new,82,72,66,14,9,5,5,1325.0,32.9,0.0,1292.1,445.0,0.0
2025-04-03,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,new,178,155,145,32,16,11,12,2598.0,49.8,0.0,2548.2,812.0,0.0
2025-04-04,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,new,122,102,89,18,12,7,7,1653.0,108.6,323.1,1221.3,519.0,112.83
2025-04-04,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,new,183,154,130,26,18,11,12,2518.0,39.8,0.0,2478.2,758.0,0.0
2025-04-04,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,new,132,106,93,27,15,9,9,2121.0,80.7,0.0,2040.3,673.0,144.19
2025-04-05,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,new,123,91,95,20,12,9,10,2080.0,69.7,0.0,2010.3,620.0,0.0
2025-04-05,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,new,159,115,126,36,23,14,15,3195.0,93.5,199.0,2902.5,979.0,0.0
2025-04-05,Direct,direct,none,Unassigned,mobile,Madinah,mada,returning,80,60,64,13,8,4,4,996.0,35.8,0.0,960.2,324.0,0.0
2025-04-06,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,new,92,68,59,13,6,3,4,1046.0,104.6,0.0,941.4,330.0,0.0
2025-04-06,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,returning,153,117,107,30,18,11,12,2658.0,107.6,298.0,2252.4,828.0,108.75
2025-04-06,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,new,82,69,66,15,8,4,5,825.0,0.0,179.0,646.0,235.0,64.28
2025-04-07,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,returning,105,76,67,18,9,5,5,1035.0,17.9,0.0,1017.1,305.0,0.0
2025-04-07,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,new,168,148,139,34,18,12,13,2967.0,136.5,161.1,2669.4,923.0,0.0
2025-04-07,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,new,73,60,51,13,9,5,5,1155.0,0.0,0.0,1155.0,363.0,0.0
2025-04-08,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,new,132,111,94,20,13,9,10,2230.0,19.9,0.0,2210.1,708.0,184.62
2025-04-08,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,new,146,114,109,30,17,10,10,2170.0,64.7,0.0,2105.3,664.0,111.3
2025-04-08,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,new,167,136,124,29,20,15,17,3813.0,93.6,0.0,3719.4,1205.0,0.0
2025-04-09,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,new,77,61,60,12,7,4,4,946.0,0.0,0.0,946.0,316.0,0.0
2025-04-09,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,new,131,105,90,21,14,8,8,1552.0,48.8,296.1,1207.1,465.0,0.0
2025-04-09,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,returning,116,97,89,19,12,8,8,1872.0,46.8,0.0,1825.2,602.0,0.0
2025-04-10,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,new,143,116,111,22,15,10,12,2868.0,68.7,618.3,2181.0,899.0,196.67
2025-04-10,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,returning,119,96,90,22,14,10,10,2330.0,17.9,0.0,2312.1,738.0,0.0
2025-04-10,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,new,103,85,71,16,10,7,7,1653.0,156.4,269.1,1227.5,519.0,95.02
2025-04-11,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,returning,104,90,74,13,7,5,5,1295.0,27.9,0.0,1267.1,418.0,0.0
2025-04-11,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,new,166,130,109,27,17,12,13,2887.0,49.7,0.0,2837.3,901.0,0.0
2025-04-11,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,new,123,104,102,19,13,7,8,1642.0,0.0,159.0,1483.0,490.0,0.0
2025-04-12,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,new,127,98,82,19,13,7,7,1393.0,50.7,170.1,1172.2,422.0,0.0
2025-04-12,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,new,86,63,57,14,8,5,5,1035.0,32.8,0.0,1002.2,321.0,73.37
2025-04-12,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,new,79,62,61,15,8,4,4,966.0,32.9,0.0,933.1,308.0,84.48
2025-04-13,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,new,78,56,63,13,7,4,4,956.0,51.8,0.0,904.2,302.0,0.0
2025-04-13,Direct,direct,none,Unassigned,desktop,Jeddah,mada,new,132,95,84,21,12,6,6,1404.0,0.0,0.0,1404.0,448.0,0.0
2025-04-13,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,returning,127,109,97,24,15,9,9,1851.0,32.9,0.0,1818.1,559.0,0.0
2025-04-14,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,new,163,147,119,32,20,15,15,3435.0,40.7,279.0,3115.3,1095.0,167.59
2025-04-14,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,returning,87,69,70,16,10,7,7,1463.0,32.9,0.0,1430.1,441.0,105.56
2025-04-14,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,new,153,116,113,29,16,9,10,2240.0,34.8,0.0,2205.2,714.0,0.0
2025-04-15,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,returning,86,73,70,18,10,5,5,1035.0,0.0,0.0,1035.0,321.0,0.0
2025-04-15,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,new,78,66,54,10,6,3,3,767.0,76.7,0.0,690.3,247.0,0.0
2025-04-15,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,new,153,114,100,24,12,7,8,1842.0,96.6,378.0,1367.4,574.0,0.0
2025-04-16,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,new,104,92,77,19,12,7,7,1653.0,8.9,0.0,1644.1,519.0,90.23
2025-04-16,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,new,99,87,73,13,7,4,5,1065.0,26.8,0.0,1038.2,309.0,0.0
2025-04-16,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,new,139,106,93,18,9,6,6,1284.0,40.8,0.0,1243.2,392.0,187.86
2025-04-17,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,new,131,114,105,23,14,8,8,1742.0,18.9,170.1,1553.0,524.0,0.0
2025-04-17,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,new,110,87,77,15,8,5,5,1095.0,27.9,0.0,1067.1,337.0,0.0
2025-04-17,Direct,direct,none,Unassigned,mobile,Madinah,visa,returning,182,131,123,29,18,11,12,2658.0,76.7,0.0,2581.3,813.0,0.0
2025-04-18,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,new,102,74,67,14,7,5,5,1325.0,0.0,0.0,1325.0,445.0,0.0
2025-04-18,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,returning,124,92,88,21,13,8,8,1732.0,53.8,161.1,1517.1,538.0,146.19
2025-04-18,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,new,173,150,117,31,17,11,11,2389.0,77.7,296.1,2015.2,746.0,177.06
2025-04-19,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,returning,90,79,59,13,8,5,6,1334.0,24.9,398.0,911.1,399.0,0.0
2025-04-19,Direct,direct,none,Unassigned,desktop,Jeddah,apple_pay,new,135,107,101,26,13,8,8,1762.0,49.8,0.0,1712.2,536.0,0.0
2025-04-19,Email,newsletter,email,Lifecycle,tablet,Dammam,stc_pay,new,92,76,62,12,8,6,6,1514.0,0.0,0.0,1514.0,500.0,0.0
2025-04-20,Paid Search,google,cpc,KSA Growth,desktop,Dammam,stc_pay,new,149,115,95,28,16,12,12,2688.0,70.6,0.0,2617.4,840.0,130.08
2025-04-20,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,visa,new,151,119,99,21,12,7,8,1652.0,29.9,0.0,1622.1,515.0,132.45
2025-04-20,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mada,new,140,102,91,23,13,8,9,2081.0,42.8,0.0,2038.2,669.0,0.0
2025-04-21,Direct,direct,none,Unassigned,tablet,Madinah,mada,new,145,109,107,22,14,10,10,2250.0,87.7,0.0,2162.3,714.0,0.0
2025-04-21,Email,newsletter,email,Lifecycle,mobile,Khobar,mastercard,new,125,104,92,20,10,6,6,1064.0,26.8,0.0,1037.2,301.0,0.0
2025-04-21,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,apple_pay,returning,147,133,109,24,14,8,8,1872.0,0.0,219.0,1653.0,602.0,0.0
2025-04-22,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,apple_pay,new,89,78,69,14,7,5,6,1374.0,68.7,0.0,1305.3,420.0,78.72
2025-04-22,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,stc_pay,returning,77,65,62,11,7,4,4,956.0,32.9,159.0,764.1,302.0,0.0
2025-04-22,Paid Search,google,cpc,KSA Growth,tablet,Dammam,visa,new,144,124,112,31,18,11,13,2917.0,136.5,299.0,2481.5,903.0,207.88
2025-04-23,Email,newsletter,email,Lifecycle,desktop,Dammam,visa,returning,127,97,98,18,9,5,5,1295.0,43.8,0.0,1251.2,418.0,0.0
