date,channel,source,medium,campaign,device,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,purchase_revenue_sar,consent_state_coverage
2025-03-31,Paid Social,instagram,paid_social,Creator Offers,desktop,114,86,86,24,13,10,2047.78,0.9918
2025-04-01,Organic Search,google,organic,Always-on SEO,mobile,111,91,74,20,13,9,2208.29,0.9847
2025-04-01,Direct,direct,none,Unassigned,desktop,110,93,85,23,15,9,1864.7,0.9662
2025-04-01,Email,newsletter,email,Lifecycle,tablet,156,134,127,27,17,12,2574.14,0.9606
2025-04-02,Paid Search,google,cpc,KSA Growth,desktop,103,75,78,19,10,6,1305.79,0.9654
2025-04-02,Paid Social,instagram,paid_social,Creator Offers,tablet,75,62,60,13,6,4,730.66,0.9914
2025-04-02,Affiliates,partners,affiliate,Partner Network,mobile,82,68,64,11,5,4,1231.01,0.9661
2025-04-03,Direct,direct,none,Unassigned,tablet,173,127,135,24,12,7,1420.9,0.9636
2025-04-03,Email,newsletter,email,Lifecycle,mobile,80,70,64,13,8,5,1240.42,0.9854
2025-04-03,Organic Search,google,organic,Always-on SEO,desktop,174,151,140,30,15,11,2446.27,0.9838
2025-04-04,Paid Social,instagram,paid_social,Creator Offers,mobile,119,99,86,17,11,7,1172.45,0.9743
2025-04-04,Affiliates,partners,affiliate,Partner Network,desktop,179,150,126,24,17,11,2379.07,0.965
2025-04-04,Paid Search,google,cpc,KSA Growth,tablet,129,103,90,25,14,9,1958.69,0.9831
2025-04-05,Email,newsletter,email,Lifecycle,desktop,120,89,92,19,11,9,1929.89,0.9626
2025-04-05,Organic Search,google,organic,Always-on SEO,tablet,155,112,122,34,21,13,2786.4,0.968
2025-04-05,Direct,direct,none,Unassigned,mobile,78,58,62,12,7,4,921.79,0.9647
2025-04-06,Affiliates,partners,affiliate,Partner Network,tablet,90,66,57,12,5,3,903.74,0.9914
2025-04-06,Paid Search,google,cpc,KSA Growth,mobile,149,114,103,28,17,11,2162.3,0.9945
2025-04-06,Paid Social,instagram,paid_social,Creator Offers,desktop,80,67,64,14,7,4,620.16,0.9824
2025-04-07,Organic Search,google,organic,Always-on SEO,mobile,102,74,64,17,8,5,976.42,0.9712
2025-04-07,Direct,direct,none,Unassigned,desktop,164,145,134,32,17,12,2562.62,0.9927
2025-04-07,Email,newsletter,email,Lifecycle,tablet,71,58,49,12,8,5,1108.8,0.9949
2025-04-08,Paid Search,google,cpc,KSA Growth,desktop,129,108,91,19,12,9,2121.7,0.9758
2025-04-08,Paid Social,instagram,paid_social,Creator Offers,tablet,143,111,105,28,16,10,2021.09,0.9716
2025-04-08,Affiliates,partners,affiliate,Partner Network,mobile,163,133,120,27,19,14,3570.62,0.9645
2025-04-09,Direct,direct,none,Unassigned,tablet,75,59,58,11,6,4,908.16,0.9859
2025-04-09,Email,newsletter,email,Lifecycle,mobile,128,102,87,20,13,8,1158.82,0.9732
2025-04-09,Organic Search,google,organic,Always-on SEO,desktop,113,95,86,18,11,8,1752.19,0.9879
2025-04-10,Paid Social,instagram,paid_social,Creator Offers,mobile,140,113,107,21,14,10,2093.76,0.9768
2025-04-10,Affiliates,partners,affiliate,Partner Network,desktop,116,94,87,21,13,10,2219.62,0.9861
2025-04-10,Paid Search,google,cpc,KSA Growth,tablet,100,83,68,15,9,7,1178.4,0.9811
2025-04-11,Email,newsletter,email,Lifecycle,desktop,101,88,71,12,6,5,1216.42,0.974
2025-04-11,Organic Search,google,organic,Always-on SEO,tablet,162,127,105,25,16,12,2723.81,0.9601
2025-04-11,Direct,direct,none,Unassigned,mobile,120,101,98,18,12,7,1423.68,0.9846
2025-04-12,Affiliates,partners,affiliate,Partner Network,tablet,124,96,79,18,12,7,1125.31,0.9601
2025-04-12,Paid Search,google,cpc,KSA Growth,mobile,84,61,55,13,7,5,962.11,0.9689
2025-04-12,Paid Social,instagram,paid_social,Creator Offers,desktop,77,60,59,14,7,4,895.78,0.9802
2025-04-13,Organic Search,google,organic,Always-on SEO,mobile,76,54,61,12,6,4,868.03,0.9736
2025-04-13,Direct,direct,none,Unassigned,desktop,129,93,81,20,11,6,1347.84,0.9891
2025-04-13,Email,newsletter,email,Lifecycle,tablet,124,106,94,23,14,9,1745.38,0.9866
2025-04-14,Paid Search,google,cpc,KSA Growth,desktop,159,144,115,30,19,14,2990.69,0.9723
2025-04-14,Paid Social,instagram,paid_social,Creator Offers,tablet,85,67,67,15,9,7,1372.9,0.9868
2025-04-14,Affiliates,partners,affiliate,Partner Network,mobile,149,113,109,27,15,9,2116.99,0.9665
2025-04-15,Direct,direct,none,Unassigned,tablet,84,71,67,17,9,5,993.6,0.9904
2025-04-15,Email,newsletter,email,Lifecycle,mobile,76,64,52,9,5,3,662.69,0.9849
2025-04-15,Organic Search,google,organic,Always-on SEO,desktop,149,111,97,23,11,7,1312.7,0.9702
2025-04-16,Paid Social,instagram,paid_social,Creator Offers,mobile,101,90,74,18,11,7,1578.34,0.9807
2025-04-16,Affiliates,partners,affiliate,Partner Network,desktop,97,85,70,12,6,4,996.67,0.9783
2025-04-16,Paid Search,google,cpc,KSA Growth,tablet,136,103,90,17,8,6,1193.47,0.9693
2025-04-17,Email,newsletter,email,Lifecycle,desktop,128,111,101,22,13,8,1490.88,0.9827
2025-04-17,Organic Search,google,organic,Always-on SEO,tablet,107,85,74,14,7,5,1024.42,0.9622
2025-04-17,Direct,direct,none,Unassigned,mobile,178,128,119,27,17,11,2478.05,0.9703
2025-04-18,Affiliates,partners,affiliate,Partner Network,tablet,99,72,64,13,6,5,1272.0,0.9649
2025-04-18,Paid Search,google,cpc,KSA Growth,mobile,121,90,85,20,12,8,1456.42,0.9696
2025-04-18,Paid Social,instagram,paid_social,Creator Offers,desktop,169,147,113,29,16,11,1934.59,0.9934
2025-04-19,Organic Search,google,organic,Always-on SEO,mobile,88,77,57,12,7,5,874.66,0.9845
2025-04-19,Direct,direct,none,Unassigned,desktop,132,104,97,24,12,8,1643.71,0.9681
2025-04-19,Email,newsletter,email,Lifecycle,tablet,90,74,60,11,7,6,1453.44,0.9882
2025-04-20,Paid Search,google,cpc,KSA Growth,desktop,146,112,92,26,15,12,2512.7,0.9768
2025-04-20,Paid Social,instagram,paid_social,Creator Offers,tablet,147,116,96,20,11,7,1557.22,0.9661
2025-04-20,Affiliates,partners,affiliate,Partner Network,mobile,137,99,88,22,12,8,1956.67,0.988
2025-04-21,Direct,direct,none,Unassigned,tablet,142,106,103,21,13,10,2075.81,0.9747
2025-04-21,Email,newsletter,email,Lifecycle,mobile,122,101,89,19,9,6,995.71,0.9897
2025-04-21,Organic Search,google,organic,Always-on SEO,desktop,144,130,105,23,13,8,1586.88,0.976
2025-04-22,Paid Social,instagram,paid_social,Creator Offers,mobile,87,76,66,13,6,5,1253.09,0.991
2025-04-22,Affiliates,partners,affiliate,Partner Network,desktop,75,63,60,10,6,4,733.54,0.9615
2025-04-22,Paid Search,google,cpc,KSA Growth,tablet,141,121,108,29,17,11,2382.24,0.971
2025-04-23,Email,newsletter,email,Lifecycle,desktop,124,95,95,17,8,5,1201.15,0.9942
2025-04-23,Organic Search,google,organic,Always-on SEO,tablet,143,119,107,21,11,8,1910.4,0.9874
2025-04-23,Direct,direct,none,Unassigned,mobile,160,132,117,24,16,12,2532.67,0.982
2025-04-24,Affiliates,partners,affiliate,Partner Network,tablet,147,132,95,23,13,10,2219.71,0.963
2025-04-24,Paid Search,google,cpc,KSA Growth,mobile,158,116,121,31,20,12,2301.31,0.9862
2025-04-24,Paid Social,instagram,paid_social,Creator Offers,desktop,159,140,129,34,20,14,3370.08,0.9893
2025-04-25,Organic Search,google,organic,Always-on SEO,mobile,143,103,104,23,15,9,2342.4,0.9738
2025-04-25,Direct,direct,none,Unassigned,desktop,173,151,137,35,20,16,3716.35,0.9689
2025-04-25,Email,newsletter,email,Lifecycle,tablet,136,112,107,23,11,7,1291.3,0.9737
2025-04-26,Paid Search,google,cpc,KSA Growth,desktop,80,57,54,12,7,6,1300.99,0.9639
2025-04-26,Paid Social,instagram,paid_social,Creator Offers,tablet,88,65,63,12,6,4,754.56,0.9759
2025-04-26,Affiliates,partners,affiliate,Partner Network,mobile,129,106,100,22,11,7,1552.42,0.9806
2025-04-27,Direct,direct,none,Unassigned,tablet,71,60,55,12,8,6,1261.44,0.9633
2025-04-27,Email,newsletter,email,Lifecycle,mobile,101,77,82,23,15,9,2055.36,0.9667
2025-04-27,Organic Search,google,organic,Always-on SEO,desktop,103,85,82,15,7,4,717.12,0.9901
2025-04-28,Paid Social,instagram,paid_social,Creator Offers,mobile,87,75,67,14,6,5,1149.22,0.9906
2025-04-28,Affiliates,partners,affiliate,Partner Network,desktop,89,66,56,11,6,4,759.46,0.9846
2025-04-28,Paid Search,google,cpc,KSA Growth,tablet,110,95,82,14,7,5,1080.0,0.9757
2025-04-29,Email,newsletter,email,Lifecycle,desktop,86,63,56,10,5,4,498.34,0.9656
2025-04-29,Organic Search,google,organic,Always-on SEO,tablet,77,58,60,14,8,5,1037.86,0.9879
2025-04-29,Direct,direct,none,Unassigned,mobile,85,69,55,10,6,5,1243.2,0.9896
2025-04-30,Affiliates,partners,affiliate,Partner Network,tablet,163,139,131,31,19,11,2629.82,0.9784
2025-04-30,Paid Search,google,cpc,KSA Growth,mobile,100,80,76,21,11,7,1528.42,0.9701
2025-04-30,Paid Social,instagram,paid_social,Creator Offers,desktop,94,79,60,16,7,4,908.26,0.9612
2025-05-01,Organic Search,google,organic,Always-on SEO,mobile,147,113,115,24,17,11,2300.35,0.9825
2025-05-01,Direct,direct,none,Unassigned,desktop,134,117,86,15,8,6,892.9,0.9737
2025-05-01,Email,newsletter,email,Lifecycle,tablet,115,87,94,24,16,10,2145.02,0.9613
2025-05-02,Paid Search,google,cpc,KSA Growth,desktop,123,101,77,19,11,8,1788.77,0.9769
2025-05-02,Paid Social,instagram,paid_social,Creator Offers,tablet,78,64,57,13,7,5,1224.1,0.9927
2025-05-02,Affiliates,partners,affiliate,Partner Network,mobile,90,65,72,17,11,8,1765.73,0.9773
2025-05-03,Direct,direct,none,Unassigned,tablet,131,117,105,24,17,10,2245.44,0.9833
2025-05-03,Email,newsletter,email,Lifecycle,mobile,128,108,88,24,13,8,1455.55,0.9784
2025-05-03,Organic Search,google,organic,Always-on SEO,desktop,143,116,103,22,15,9,1795.58,0.9842
2025-05-04,Paid Social,instagram,paid_social,Creator Offers,mobile,84,75,56,9,4,3,582.72,0.9915
2025-05-04,Affiliates,partners,affiliate,Partner Network,desktop,160,145,107,25,16,12,2553.7,0.9914
2025-05-04,Paid Search,google,cpc,KSA Growth,tablet,121,106,92,24,16,12,2177.66,0.9869
2025-05-05,Email,newsletter,email,Lifecycle,desktop,79,70,54,11,6,4,1082.02,0.9872
2025-05-05,Organic Search,google,organic,Always-on SEO,tablet,83,63,58,13,6,4,871.78,0.9842
2025-05-05,Direct,direct,none,Unassigned,mobile,129,115,84,24,13,8,1398.91,0.9784
2025-05-06,Affiliates,partners,affiliate,Partner Network,tablet,83,67,66,19,10,6,965.09,0.9862
2025-05-06,Paid Search,google,cpc,KSA Growth,mobile,153,128,110,24,13,8,2238.91,0.9873
2025-05-06,Paid Social,instagram,paid_social,Creator Offers,desktop,81,68,64,13,7,5,1730.4,0.9731
2025-05-07,Organic Search,google,organic,Always-on SEO,mobile,115,84,80,19,10,7,1876.03,0.9697
2025-05-07,Direct,direct,none,Unassigned,desktop,82,73,58,16,8,5,888.96,0.9919
2025-05-07,Email,newsletter,email,Lifecycle,tablet,102,86,80,15,10,7,1393.34,0.9628
2025-05-08,Paid Search,google,cpc,KSA Growth,desktop,87,62,60,12,5,4,888.96,0.9819
2025-05-08,Paid Social,instagram,paid_social,Creator Offers,tablet,102,84,71,14,9,6,1452.67,0.9771
2025-05-08,Affiliates,partners,affiliate,Partner Network,mobile,108,87,71,17,11,8,1842.34,0.9936
2025-05-09,Direct,direct,none,Unassigned,tablet,107,83,71,16,9,6,1227.07,0.9905
2025-05-09,Email,newsletter,email,Lifecycle,mobile,103,87,68,18,10,7,1560.38,0.9678
2025-05-09,Organic Search,google,organic,Always-on SEO,desktop,114,82,88,22,13,8,2319.74,0.961
2025-05-10,Paid Social,instagram,paid_social,Creator Offers,mobile,140,101,104,20,12,9,2366.5,0.971
2025-05-10,Affiliates,partners,affiliate,Partner Network,desktop,97,82,66,15,7,5,1462.27,0.9833
2025-05-10,Paid Search,google,cpc,KSA Growth,tablet,72,57,54,11,7,4,729.79,0.9809
2025-05-11,Email,newsletter,email,Lifecycle,desktop,89,70,66,12,5,4,754.56,0.9752
2025-05-11,Organic Search,google,organic,Always-on SEO,tablet,142,118,113,29,19,14,3090.43,0.9704
2025-05-11,Direct,direct,none,Unassigned,mobile,95,80,63,15,8,5,1036.9,0.9638
2025-05-12,Affiliates,partners,affiliate,Partner Network,tablet,157,123,103,29,19,12,2901.22,0.9626
2025-05-12,Paid Search,google,cpc,KSA Growth,mobile,121,93,95,24,15,9,1820.26,0.9833
2025-05-12,Paid Social,instagram,paid_social,Creator Offers,desktop,119,95,80,16,10,6,1323.07,0.9613
2025-05-13,Organic Search,google,organic,Always-on SEO,mobile,94,83,73,19,9,6,1092.67,0.9696
2025-05-13,Direct,direct,none,Unassigned,desktop,142,102,94,26,17,12,2551.78,0.9933
2025-05-13,Email,newsletter,email,Lifecycle,tablet,127,109,103,18,12,9,1963.3,0.977
2025-05-14,Paid Search,google,cpc,KSA Growth,desktop,160,115,128,28,17,10,1970.98,0.9853
2025-05-14,Paid Social,instagram,paid_social,Creator Offers,tablet,150,122,99,24,12,7,1851.26,0.9651
2025-05-14,Affiliates,partners,affiliate,Partner Network,mobile,89,67,62,14,8,5,1265.47,0.9818
2025-05-15,Direct,direct,none,Unassigned,tablet,124,89,89,22,12,9,1780.13,0.9714
2025-05-15,Email,newsletter,email,Lifecycle,mobile,107,84,67,15,8,6,979.39,0.9791
2025-05-15,Organic Search,google,organic,Always-on SEO,desktop,102,84,75,21,14,10,2150.5,0.9897
2025-05-16,Paid Social,instagram,paid_social,Creator Offers,mobile,170,132,135,39,22,15,3951.65,0.9939
2025-05-16,Affiliates,partners,affiliate,Partner Network,desktop,169,135,134,31,17,12,3194.02,0.9932
2025-05-16,Paid Search,google,cpc,KSA Growth,tablet,104,75,70,12,7,4,1036.99,0.9949
2025-05-17,Email,newsletter,email,Lifecycle,desktop,102,75,78,19,12,7,1500.48,0.9882
2025-05-17,Organic Search,google,organic,Always-on SEO,tablet,112,93,89,15,9,5,1110.82,0.9883
2025-05-17,Direct,direct,none,Unassigned,mobile,135,101,106,28,16,11,2437.73,0.9648
2025-05-18,Affiliates,partners,affiliate,Partner Network,tablet,145,113,112,28,17,10,2159.04,0.9723
2025-05-18,Paid Search,google,cpc,KSA Growth,mobile,102,85,74,15,7,5,948.67,0.9822
2025-05-18,Paid Social,instagram,paid_social,Creator Offers,desktop,147,109,114,23,12,9,2185.25,0.9859
2025-05-19,Organic Search,google,organic,Always-on SEO,mobile,110,82,90,23,15,10,2371.39,0.9675
2025-05-19,Direct,direct,none,Unassigned,desktop,154,117,98,24,16,12,2493.41,0.9674
2025-05-19,Email,newsletter,email,Lifecycle,tablet,75,62,51,12,8,6,917.95,0.9906
2025-05-20,Paid Search,google,cpc,KSA Growth,desktop,124,106,91,18,9,6,1297.15,0.9733
2025-05-20,Paid Social,instagram,paid_social,Creator Offers,tablet,148,111,97,21,11,8,1672.32,0.973
2025-05-20,Affiliates,partners,affiliate,Partner Network,mobile,95,71,67,15,8,5,1153.06,0.9742
2025-05-21,Direct,direct,none,Unassigned,tablet,84,72,57,10,5,4,840.96,0.9948
2025-05-21,Email,newsletter,email,Lifecycle,mobile,96,85,78,17,9,6,1524.58,0.9602
2025-05-21,Organic Search,google,organic,Always-on SEO,desktop,112,98,86,20,12,7,1520.74,0.9891
2025-05-22,Paid Social,instagram,paid_social,Creator Offers,mobile,83,64,59,12,6,4,745.92,0.9657
2025-05-22,Affiliates,partners,affiliate,Partner Network,desktop,157,123,102,26,14,9,1908.58,0.9658
2025-05-22,Paid Search,google,cpc,KSA Growth,tablet,108,96,87,23,13,8,1691.52,0.983
2025-05-23,Email,newsletter,email,Lifecycle,desktop,131,102,85,21,14,10,1959.65,0.985
2025-05-23,Organic Search,google,organic,Always-on SEO,tablet,97,81,70,14,6,5,1033.06,0.9619
2025-05-23,Direct,direct,none,Unassigned,mobile,114,92,78,13,8,6,1270.37,0.9859
2025-05-24,Affiliates,partners,affiliate,Partner Network,tablet,131,95,90,18,8,6,1559.04,0.9609
2025-05-24,Paid Search,google,cpc,KSA Growth,mobile,90,78,69,20,10,6,1319.04,0.9887
2025-05-24,Paid Social,instagram,paid_social,Creator Offers,desktop,103,80,68,15,7,5,612.58,0.9831
2025-05-25,Organic Search,google,organic,Always-on SEO,mobile,156,137,105,21,11,6,1285.54,0.97
2025-05-25,Direct,direct,none,Unassigned,desktop,73,63,49,11,5,4,1079.04,0.9643
2025-05-25,Email,newsletter,email,Lifecycle,tablet,145,123,115,25,16,9,1873.34,0.9695
2025-05-26,Paid Search,google,cpc,KSA Growth,desktop,129,110,97,23,14,10,2217.79,0.975
2025-05-26,Paid Social,instagram,paid_social,Creator Offers,tablet,118,98,90,18,12,8,1739.52,0.9807
2025-05-26,Affiliates,partners,affiliate,Partner Network,mobile,113,83,90,16,9,5,1161.79,0.9709
2025-05-27,Direct,direct,none,Unassigned,tablet,153,113,125,32,19,12,2451.07,0.9652
2025-05-27,Email,newsletter,email,Lifecycle,mobile,164,135,111,23,12,8,1471.78,0.9772
2025-05-27,Organic Search,google,organic,Always-on SEO,desktop,147,126,105,23,15,10,1986.62,0.9928
2025-05-28,Paid Social,instagram,paid_social,Creator Offers,mobile,84,74,67,12,7,5,1371.94,0.9779
2025-05-28,Affiliates,partners,affiliate,Partner Network,desktop,93,67,69,19,12,10,2187.07,0.974
2025-05-28,Paid Search,google,cpc,KSA Growth,tablet,154,130,97,23,13,8,1893.22,0.9668
2025-05-29,Email,newsletter,email,Lifecycle,desktop,120,104,84,14,7,5,1216.42,0.9893
2025-05-29,Organic Search,google,organic,Always-on SEO,tablet,125,96,86,18,10,7,1261.63,0.9855
2025-05-29,Direct,direct,none,Unassigned,mobile,123,96,81,18,9,7,1626.34,0.9617
2025-05-30,Affiliates,partners,affiliate,Partner Network,tablet,136,98,90,25,16,12,2963.62,0.9618
2025-05-30,Paid Search,google,cpc,KSA Growth,mobile,126,112,98,19,10,6,1064.74,0.9699
2025-05-30,Paid Social,instagram,paid_social,Creator Offers,desktop,148,108,115,32,19,12,2775.46,0.9884
2025-05-31,Organic Search,google,organic,Always-on SEO,mobile,134,104,108,25,13,9,1975.1,0.972
2025-05-31,Direct,direct,none,Unassigned,desktop,95,74,63,14,8,6,1248.38,0.9824
2025-05-31,Email,newsletter,email,Lifecycle,tablet,135,121,105,22,12,8,1571.71,0.9647
2025-06-01,Paid Search,google,cpc,KSA Growth,desktop,116,97,84,22,13,9,1789.82,0.977
2025-06-01,Paid Social,instagram,paid_social,Creator Offers,tablet,154,134,112,27,17,12,3249.7,0.993
2025-06-01,Affiliates,partners,affiliate,Partner Network,mobile,147,124,95,26,18,12,3069.12,0.9612
2025-06-02,Direct,direct,none,Unassigned,tablet,121,99,83,18,12,9,2261.86,0.973
2025-06-02,Email,newsletter,email,Lifecycle,mobile,164,128,111,20,11,7,2184.1,0.9671
2025-06-02,Organic Search,google,organic,Always-on SEO,desktop,95,72,73,13,8,6,965.86,0.9828
2025-06-03,Paid Social,instagram,paid_social,Creator Offers,mobile,118,105,86,23,15,11,2547.36,0.966
2025-06-03,Affiliates,partners,affiliate,Partner Network,desktop,119,88,86,19,10,8,1892.45,0.9671
2025-06-03,Paid Search,google,cpc,KSA Growth,tablet,159,136,127,36,22,16,3030.14,0.9684
2025-06-04,Email,newsletter,email,Lifecycle,desktop,109,98,84,20,13,10,2503.87,0.991
2025-06-04,Organic Search,google,organic,Always-on SEO,tablet,120,90,97,25,16,12,2285.09,0.9638
2025-06-04,Direct,direct,none,Unassigned,mobile,91,76,68,13,7,5,1648.61,0.9646
2025-06-05,Affiliates,partners,affiliate,Partner Network,tablet,133,98,104,28,19,11,2789.95,0.9691
2025-06-05,Paid Search,google,cpc,KSA Growth,mobile,158,138,114,22,11,8,1958.5,0.9923
2025-06-05,Paid Social,instagram,paid_social,Creator Offers,desktop,174,154,124,31,21,12,2661.6,0.9644
2025-06-06,Organic Search,google,organic,Always-on SEO,mobile,91,66,70,14,9,5,955.39,0.9729
2025-06-06,Direct,direct,none,Unassigned,desktop,120,91,84,20,10,8,1829.09,0.983
2025-06-06,Email,newsletter,email,Lifecycle,tablet,87,71,67,13,7,5,1090.66,0.9746
2025-06-07,Paid Search,google,cpc,KSA Growth,desktop,164,147,134,27,19,12,2511.65,0.9811
2025-06-07,Paid Social,instagram,paid_social,Creator Offers,tablet,82,66,64,17,10,7,1439.23,0.9836
2025-06-07,Affiliates,partners,affiliate,Partner Network,mobile,129,94,88,19,12,9,1922.11,0.9779
2025-06-08,Direct,direct,none,Unassigned,tablet,86,75,65,15,10,6,1582.18,0.981
2025-06-08,Email,newsletter,email,Lifecycle,mobile,102,85,67,17,8,5,668.35,0.9776
2025-06-08,Organic Search,google,organic,Always-on SEO,desktop,88,78,71,20,9,6,1529.28,0.9794
2025-06-09,Paid Social,instagram,paid_social,Creator Offers,mobile,80,69,56,12,7,5,1080.0,0.9701
2025-06-09,Affiliates,partners,affiliate,Partner Network,desktop,154,112,110,23,12,8,1952.93,0.9741
2025-06-09,Paid Search,google,cpc,KSA Growth,tablet,72,56,46,10,5,3,803.52,0.9726
2025-06-10,Email,newsletter,email,Lifecycle,desktop,103,89,82,16,9,7,1471.78,0.9799
2025-06-10,Organic Search,google,organic,Always-on SEO,tablet,96,74,76,16,8,5,1099.3,0.9827
2025-06-10,Direct,direct,none,Unassigned,mobile,142,120,102,26,15,9,1545.79,0.9885
2025-06-11,Affiliates,partners,affiliate,Partner Network,tablet,121,94,98,20,12,7,1337.28,0.9813
2025-06-11,Paid Search,google,cpc,KSA Growth,mobile,71,53,57,13,7,4,822.82,0.9686
2025-06-11,Paid Social,instagram,paid_social,Creator Offers,desktop,84,74,60,11,5,3,468.48,0.9741
2025-06-12,Organic Search,google,organic,Always-on SEO,mobile,136,114,93,25,16,11,2811.17,0.9685
2025-06-12,Direct,direct,none,Unassigned,desktop,111,98,86,20,13,10,2243.81,0.9833
2025-06-12,Email,newsletter,email,Lifecycle,tablet,85,64,63,16,11,7,1480.32,0.9725
2025-06-13,Paid Search,google,cpc,KSA Growth,desktop,151,121,97,26,14,10,2365.92,0.9873
2025-06-13,Paid Social,instagram,paid_social,Creator Offers,tablet,175,154,119,27,14,10,2296.51,0.9905
2025-06-13,Affiliates,partners,affiliate,Partner Network,mobile,178,129,134,38,25,18,4287.94,0.9905
2025-06-14,Direct,direct,none,Unassigned,tablet,85,65,60,15,8,5,925.82,0.9791
2025-06-14,Email,newsletter,email,Lifecycle,mobile,130,111,105,19,10,8,1801.06,0.9763
2025-06-14,Organic Search,google,organic,Always-on SEO,desktop,160,138,130,33,17,12,3103.3,0.9686
2025-06-15,Paid Social,instagram,paid_social,Creator Offers,mobile,138,114,108,27,19,13,3306.53,0.9629
2025-06-15,Affiliates,partners,affiliate,Partner Network,desktop,146,108,94,25,17,11,2613.41,0.9645
2025-06-15,Paid Search,google,cpc,KSA Growth,tablet,125,96,99,27,15,9,2125.73,0.9853
2025-06-16,Email,newsletter,email,Lifecycle,desktop,115,88,79,18,10,8,1640.74,0.9611
2025-06-16,Organic Search,google,organic,Always-on SEO,tablet,101,91,70,19,9,5,1217.38,0.9669
2025-06-16,Direct,direct,none,Unassigned,mobile,74,55,58,9,4,3,596.26,0.9919
2025-06-17,Affiliates,partners,affiliate,Partner Network,tablet,129,110,89,23,16,12,2468.54,0.9822
2025-06-17,Paid Search,google,cpc,KSA Growth,mobile,86,65,59,15,8,5,1034.11,0.9835
2025-06-17,Paid Social,instagram,paid_social,Creator Offers,desktop,99,86,75,15,7,5,816.1,0.9829
2025-06-18,Organic Search,google,organic,Always-on SEO,mobile,139,107,111,24,13,9,2140.99,0.9867
2025-06-18,Direct,direct,none,Unassigned,desktop,88,68,62,17,10,8,1655.23,0.9637
2025-06-18,Email,newsletter,email,Lifecycle,tablet,132,104,92,20,10,7,1721.38,0.9668
2025-06-19,Paid Search,google,cpc,KSA Growth,desktop,117,99,80,14,8,6,1459.39,0.9759
2025-06-19,Paid Social,instagram,paid_social,Creator Offers,tablet,89,75,66,18,12,7,1198.27,0.9861
2025-06-19,Affiliates,partners,affiliate,Partner Network,mobile,134,113,89,24,12,7,1602.62,0.9621
2025-06-20,Direct,direct,none,Unassigned,tablet,170,148,136,37,21,15,2861.95,0.9646
2025-06-20,Email,newsletter,email,Lifecycle,mobile,119,88,89,19,11,7,1291.49,0.9793
2025-06-20,Organic Search,google,organic,Always-on SEO,desktop,161,136,129,36,19,12,2584.7,0.9942
2025-06-21,Paid Social,instagram,paid_social,Creator Offers,mobile,82,67,62,12,7,4,945.6,0.9927
2025-06-21,Affiliates,partners,affiliate,Partner Network,desktop,134,120,95,23,14,8,2256.0,0.9904
2025-06-21,Paid Search,google,cpc,KSA Growth,tablet,106,96,70,20,13,9,1507.68,0.9631
2025-06-22,Email,newsletter,email,Lifecycle,desktop,153,127,100,20,11,8,1741.54,0.9603
2025-06-22,Organic Search,google,organic,Always-on SEO,tablet,82,69,56,14,8,6,1399.78,0.981
2025-06-22,Direct,direct,none,Unassigned,mobile,81,70,63,13,8,6,1426.75,0.9849
2025-06-23,Affiliates,partners,affiliate,Partner Network,tablet,98,71,66,18,10,6,994.75,0.9911
2025-06-23,Paid Search,google,cpc,KSA Growth,mobile,128,100,89,24,14,10,2073.98,0.981
2025-06-23,Paid Social,instagram,paid_social,Creator Offers,desktop,160,145,110,21,11,7,2044.13,0.9885
2025-06-24,Organic Search,google,organic,Always-on SEO,mobile,85,76,64,11,7,6,1387.39,0.9694
2025-06-24,Direct,direct,none,Unassigned,desktop,121,104,85,17,11,6,1615.68,0.9645
2025-06-24,Email,newsletter,email,Lifecycle,tablet,147,122,118,26,15,10,2000.93,0.9694
2025-06-25,Paid Search,google,cpc,KSA Growth,desktop,112,94,89,17,11,8,1644.58,0.9896
2025-06-25,Paid Social,instagram,paid_social,Creator Offers,tablet,128,111,94,23,15,11,2105.57,0.972
2025-06-25,Affiliates,partners,affiliate,Partner Network,mobile,140,101,102,28,19,13,2981.28,0.9665
2025-06-26,Direct,direct,none,Unassigned,tablet,111,89,74,17,11,7,1509.5,0.9649
2025-06-26,Email,newsletter,email,Lifecycle,mobile,80,65,59,15,9,6,1527.46,0.9838
2025-06-26,Organic Search,google,organic,Always-on SEO,desktop,133,108,86,16,8,5,1051.3,0.9816
2025-06-27,Paid Social,instagram,paid_social,Creator Offers,mobile,93,77,65,12,6,4,1090.56,0.9652
2025-06-27,Affiliates,partners,affiliate,Partner Network,desktop,103,84,79,17,10,6,1212.48,0.9735
2025-06-27,Paid Search,google,cpc,KSA Growth,tablet,146,121,118,21,11,7,1578.43,0.9668
2025-06-28,Email,newsletter,email,Lifecycle,desktop,136,122,106,24,13,9,1842.34,0.9647
2025-06-28,Organic Search,google,organic,Always-on SEO,tablet,155,126,123,27,19,12,3005.47,0.9668
2025-06-28,Direct,direct,none,Unassigned,mobile,96,80,61,10,5,4,1189.54,0.9634
2025-06-29,Affiliates,partners,affiliate,Partner Network,tablet,132,111,85,16,8,6,1690.75,0.98
2025-06-29,Paid Search,google,cpc,KSA Growth,mobile,109,90,82,15,8,6,1510.08,0.9762
2025-06-29,Paid Social,instagram,paid_social,Creator Offers,desktop,113,93,91,24,13,8,1673.47,0.995
