order_id,tracking_transaction_id,order_date,anonymous_customer_id,customer_type,channel,source,medium,campaign,device,city,payment_method,coupon_group,order_status,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar
SYN-20250302-0-04,TX-250302-0-04,2025-03-02,CUST-00728,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,219.0,0.0,0.0,219.0
SYN-20250302-0-05,TX-250302-0-05,2025-03-02,CUST-00745,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,139.0,0.0,0.0,139.0
SYN-20250302-0-06,TX-250302-0-06,2025-03-02,CUST-00762,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250302-0-07,TX-250302-0-07,2025-03-02,CUST-00779,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,329.0,0.0,0.0,329.0
SYN-20250302-0-08,TX-250302-0-08,2025-03-02,CUST-00796,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,159.0,0.0,0.0,159.0
SYN-20250302-0-09,TX-250302-0-09,2025-03-02,CUST-00813,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250302-0-10,TX-250302-0-10,2025-03-02,CUST-00830,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250302-0-11,TX-250302-0-11,2025-03-02,CUST-00847,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250302-0-12,TX-250302-0-12,2025-03-02,CUST-00864,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250302-0-13,TX-250302-0-13,2025-03-02,CUST-00881,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250302-0-14,TX-250302-0-14,2025-03-02,CUST-00898,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250302-1-00,TX-250302-1-00,2025-03-02,CUST-00761,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250302-1-01,TX-250302-1-01,2025-03-02,CUST-00778,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250302-1-02,TX-250302-1-02,2025-03-02,CUST-00795,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,139.0,0.0,0.0,139.0
SYN-20250302-1-03,TX-250302-1-03,2025-03-02,CUST-00812,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250302-1-04,TX-250302-1-04,2025-03-02,CUST-00829,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,329.0,0.0,0.0,329.0
SYN-20250302-1-05,TX-250302-1-05,2025-03-02,CUST-00846,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,318.0,0.0,0.0,318.0
SYN-20250302-1-06,TX-250302-1-06,2025-03-02,CUST-00863,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,558.0,0.0,0.0,558.0
SYN-20250302-1-07,TX-250302-1-07,2025-03-02,CUST-00880,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,199.0,0.0,0.0,199.0
SYN-20250302-1-08,TX-250302-1-08,2025-03-02,CUST-00897,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250302-1-09,TX-250302-1-09,2025-03-02,CUST-00914,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,299.0,0.0,0.0,299.0
SYN-20250302-1-10,TX-250302-1-10,2025-03-02,CUST-00931,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250302-1-11,TX-250302-1-11,2025-03-02,CUST-00948,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,none,completed,179.0,0.0,0.0,179.0
SYN-20250302-1-12,TX-250302-1-12,2025-03-02,CUST-00965,new,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250302-2-00,TX-250302-2-00,2025-03-02,CUST-00862,new,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250302-2-01,TX-250302-2-01,2025-03-02,CUST-00879,new,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250302-2-02,TX-250302-2-02,2025-03-02,CUST-00896,new,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,none,refunded,159.0,0.0,159.0,0.0
SYN-20250302-2-03,TX-250302-2-03,2025-03-02,CUST-00913,new,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250302-2-04,TX-250302-2-04,2025-03-02,CUST-00930,new,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250302-2-05,TX-250302-2-05,2025-03-02,CUST-00947,new,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250303-0-00,TX-250303-0-00,2025-03-03,CUST-00671,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250303-0-01,TX-250303-0-01,2025-03-03,CUST-00688,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250303-0-02,TX-250303-0-02,2025-03-03,CUST-00705,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250303-0-03,TX-250303-0-03,2025-03-03,CUST-00722,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250303-0-04,TX-250303-0-04,2025-03-03,CUST-00739,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250303-0-05,TX-250303-0-05,2025-03-03,CUST-00756,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250303-0-06,TX-250303-0-06,2025-03-03,CUST-00773,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250303-0-07,TX-250303-0-07,2025-03-03,CUST-00790,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250303-1-00,TX-250303-1-00,2025-03-03,CUST-00772,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,refunded,159.0,0.0,159.0,0.0
SYN-20250303-1-01,TX-250303-1-01,2025-03-03,CUST-00789,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250303-1-02,TX-250303-1-02,2025-03-03,CUST-00806,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250303-1-03,TX-250303-1-03,2025-03-03,CUST-00823,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250303-1-04,TX-250303-1-04,2025-03-03,CUST-00840,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250303-1-05,TX-250303-1-05,2025-03-03,CUST-00857,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250303-1-06,TX-250303-1-06,2025-03-03,CUST-00874,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250303-1-07,TX-250303-1-07,2025-03-03,CUST-00891,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250303-2-00,TX-250303-2-00,2025-03-03,CUST-00873,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250303-2-01,TX-250303-2-01,2025-03-03,CUST-00890,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250303-2-02,TX-250303-2-02,2025-03-03,CUST-00907,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250303-2-03,TX-250303-2-03,2025-03-03,CUST-00924,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,refunded,179.0,0.0,179.0,0.0
SYN-20250303-2-04,TX-250303-2-04,2025-03-03,CUST-00941,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250304-0-00,TX-250304-0-00,2025-03-04,CUST-00682,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,199.0,19.9,0.0,179.1
SYN-20250304-0-01,TX-250304-0-01,2025-03-04,CUST-00699,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250304-0-02,TX-250304-0-02,2025-03-04,CUST-00716,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250304-0-03,TX-250304-0-03,2025-03-04,CUST-00733,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250304-0-04,TX-250304-0-04,2025-03-04,CUST-00750,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250304-0-05,TX-250304-0-05,2025-03-04,CUST-00767,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250304-0-06,TX-250304-0-06,2025-03-04,CUST-00784,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,438.0,0.0,0.0,438.0
SYN-20250304-0-07,TX-250304-0-07,2025-03-04,CUST-00801,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,139.0,0.0,0.0,139.0
SYN-20250304-0-08,TX-250304-0-08,2025-03-04,CUST-00818,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,378.0,0.0,0.0,378.0
SYN-20250304-0-09,TX-250304-0-09,2025-03-04,CUST-00835,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250304-0-10,TX-250304-0-10,2025-03-04,CUST-00852,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,refunded,159.0,0.0,159.0,0.0
SYN-20250304-0-11,TX-250304-0-11,2025-03-04,CUST-00869,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250304-0-12,TX-250304-0-12,2025-03-04,CUST-00886,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250304-0-13,TX-250304-0-13,2025-03-04,CUST-00903,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250304-0-14,TX-250304-0-14,2025-03-04,CUST-00920,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250304-0-15,TX-250304-0-15,2025-03-04,CUST-00937,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250304-0-16,TX-250304-0-16,2025-03-04,CUST-00954,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250304-0-17,TX-250304-0-17,2025-03-04,CUST-00971,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250304-0-18,TX-250304-0-18,2025-03-04,CUST-00988,new,Direct,direct,none,Unassigned,tablet,Madinah,visa,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250304-1-00,TX-250304-1-00,2025-03-04,CUST-00783,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250304-1-01,TX-250304-1-01,2025-03-04,CUST-00800,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,campaign,completed,179.0,17.9,0.0,161.1
SYN-20250304-1-02,TX-250304-1-02,2025-03-04,CUST-00817,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,refunded,249.0,0.0,249.0,0.0
SYN-20250304-1-03,TX-250304-1-03,2025-03-04,CUST-00834,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,219.0,0.0,0.0,219.0
SYN-20250304-1-04,TX-250304-1-04,2025-03-04,CUST-00851,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,278.0,0.0,0.0,278.0
SYN-20250304-1-05,TX-250304-1-05,2025-03-04,CUST-00868,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,189.0,0.0,0.0,189.0
SYN-20250304-1-06,TX-250304-1-06,2025-03-04,CUST-00885,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250304-1-07,TX-250304-1-07,2025-03-04,CUST-00902,new,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,none,completed,159.0,0.0,0.0,159.0
SYN-20250304-2-00,TX-250304-2-00,2025-03-04,CUST-00884,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250304-2-01,TX-250304-2-01,2025-03-04,CUST-00901,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250304-2-02,TX-250304-2-02,2025-03-04,CUST-00918,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250304-2-03,TX-250304-2-03,2025-03-04,CUST-00935,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250304-2-04,TX-250304-2-04,2025-03-04,CUST-00952,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,159.0,0.0,0.0,159.0
SYN-20250304-2-05,TX-250304-2-05,2025-03-04,CUST-00969,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,279.0,0.0,0.0,279.0
SYN-20250304-2-06,TX-250304-2-06,2025-03-04,CUST-00986,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,398.0,0.0,0.0,398.0
SYN-20250304-2-07,TX-250304-2-07,2025-03-04,CUST-01003,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250305-0-00,TX-250305-0-00,2025-03-05,CUST-00693,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250305-0-01,TX-250305-0-01,2025-03-05,CUST-00710,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250305-0-02,TX-250305-0-02,2025-03-05,CUST-00727,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250305-0-03,TX-250305-0-03,2025-03-05,CUST-00744,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,189.0,0.0,0.0,189.0
SYN-20250305-0-04,TX-250305-0-04,2025-03-05,CUST-00761,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250305-0-05,TX-250305-0-05,2025-03-05,CUST-00778,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,159.0,0.0,0.0,159.0
SYN-20250305-0-06,TX-250305-0-06,2025-03-05,CUST-00795,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,558.0,0.0,0.0,558.0
SYN-20250305-0-07,TX-250305-0-07,2025-03-05,CUST-00812,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,199.0,0.0,0.0,199.0
SYN-20250305-0-08,TX-250305-0-08,2025-03-05,CUST-00829,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250305-0-09,TX-250305-0-09,2025-03-05,CUST-00846,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,none,completed,299.0,0.0,0.0,299.0
SYN-20250305-1-00,TX-250305-1-00,2025-03-05,CUST-00794,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250305-1-01,TX-250305-1-01,2025-03-05,CUST-00811,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250305-1-02,TX-250305-1-02,2025-03-05,CUST-00828,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,campaign,completed,159.0,15.9,0.0,143.1
SYN-20250305-1-03,TX-250305-1-03,2025-03-05,CUST-00845,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250305-1-04,TX-250305-1-04,2025-03-05,CUST-00862,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250305-1-05,TX-250305-1-05,2025-03-05,CUST-00879,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,359.0,0.0,0.0,359.0
SYN-20250305-1-06,TX-250305-1-06,2025-03-05,CUST-00896,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250305-1-07,TX-250305-1-07,2025-03-05,CUST-00913,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250305-1-08,TX-250305-1-08,2025-03-05,CUST-00930,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,358.0,0.0,0.0,358.0
SYN-20250305-1-09,TX-250305-1-09,2025-03-05,CUST-00947,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250305-1-10,TX-250305-1-10,2025-03-05,CUST-00964,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250305-1-11,TX-250305-1-11,2025-03-05,CUST-00981,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250305-2-00,TX-250305-2-00,2025-03-05,CUST-00895,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250305-2-01,TX-250305-2-01,2025-03-05,CUST-00912,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250305-2-02,TX-250305-2-02,2025-03-05,CUST-00929,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,campaign,refunded,359.0,35.9,323.1,0.0
SYN-20250305-2-03,TX-250305-2-03,2025-03-05,CUST-00946,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250305-2-04,TX-250305-2-04,2025-03-05,CUST-00963,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250305-2-05,TX-250305-2-05,2025-03-05,CUST-00980,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250305-2-06,TX-250305-2-06,2025-03-05,CUST-00997,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,campaign,completed,498.0,49.8,0.0,448.2
SYN-20250306-0-00,TX-250306-0-00,2025-03-06,CUST-00704,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250306-0-01,TX-250306-0-01,2025-03-06,CUST-00721,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250306-0-02,TX-250306-0-02,2025-03-06,CUST-00738,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250306-0-03,TX-250306-0-03,2025-03-06,CUST-00755,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250306-0-04,TX-250306-0-04,2025-03-06,CUST-00772,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250306-0-05,TX-250306-0-05,2025-03-06,CUST-00789,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250306-0-06,TX-250306-0-06,2025-03-06,CUST-00806,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,358.0,0.0,0.0,358.0
SYN-20250306-0-07,TX-250306-0-07,2025-03-06,CUST-00823,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250306-0-08,TX-250306-0-08,2025-03-06,CUST-00840,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250306-0-09,TX-250306-0-09,2025-03-06,CUST-00857,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250306-0-10,TX-250306-0-10,2025-03-06,CUST-00874,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250306-0-11,TX-250306-0-11,2025-03-06,CUST-00891,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250306-0-12,TX-250306-0-12,2025-03-06,CUST-00908,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250306-1-00,TX-250306-1-00,2025-03-06,CUST-00805,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250306-1-01,TX-250306-1-01,2025-03-06,CUST-00822,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250306-1-02,TX-250306-1-02,2025-03-06,CUST-00839,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250306-1-03,TX-250306-1-03,2025-03-06,CUST-00856,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,campaign,completed,179.0,17.9,0.0,161.1
SYN-20250306-1-04,TX-250306-1-04,2025-03-06,CUST-00873,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250306-1-05,TX-250306-1-05,2025-03-06,CUST-00890,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250306-1-06,TX-250306-1-06,2025-03-06,CUST-00907,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250306-1-07,TX-250306-1-07,2025-03-06,CUST-00924,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,189.0,0.0,0.0,189.0
SYN-20250306-1-08,TX-250306-1-08,2025-03-06,CUST-00941,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250306-1-09,TX-250306-1-09,2025-03-06,CUST-00958,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250306-1-10,TX-250306-1-10,2025-03-06,CUST-00975,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250306-1-11,TX-250306-1-11,2025-03-06,CUST-00992,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,398.0,0.0,0.0,398.0
SYN-20250306-1-12,TX-250306-1-12,2025-03-06,CUST-01009,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250306-1-13,TX-250306-1-13,2025-03-06,CUST-01026,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250306-1-14,TX-250306-1-14,2025-03-06,CUST-01043,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250306-1-15,TX-250306-1-15,2025-03-06,CUST-01060,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250306-1-16,TX-250306-1-16,2025-03-06,CUST-01077,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250306-1-17,TX-250306-1-17,2025-03-06,CUST-01094,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,none,completed,219.0,0.0,0.0,219.0
SYN-20250306-2-00,TX-250306-2-00,2025-03-06,CUST-00906,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250306-2-01,TX-250306-2-01,2025-03-06,CUST-00923,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250306-2-02,TX-250306-2-02,2025-03-06,CUST-00940,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,438.0,0.0,0.0,438.0
SYN-20250306-2-03,TX-250306-2-03,2025-03-06,CUST-00957,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,139.0,0.0,0.0,139.0
SYN-20250306-2-04,TX-250306-2-04,2025-03-06,CUST-00974,new,Direct,direct,none,Unassigned,mobile,Madinah,mada,none,completed,189.0,0.0,0.0,189.0
